chembl_id,pref_name,synonyms
CHEMBL2111345,AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,5'-AMP-activated protein kinase subunit gamma-1;5'-AMP-activated protein kinase subunit beta-1;5'-AMP-activated protein kinase catalytic subunit alpha-1
CHEMBL2111346,Serotonin and norepinephrine transporters (SERT/NET),Sodium-dependent serotonin transporter;Sodium-dependent noradrenaline transporter
CHEMBL2111347,Muscarinic receptor M2 and M3,Muscarinic acetylcholine receptor M3;Muscarinic acetylcholine receptor M2
CHEMBL2111348,Soluble guanylate cyclase,Guanylate cyclase soluble subunit beta-1;Guanylate cyclase soluble subunit beta-2;Guanylate cyclase soluble subunit alpha-2;Guanylate cyclase soluble subunit alpha-1
CHEMBL2111349,Prostaglandin G/H synthase (cyclooxygenase),Prostaglandin G/H synthase 1;Prostaglandin G/H synthase 2
CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),"Nitric oxide synthase, inducible;Nitric oxide synthase, endothelial"
CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,"Phosphatidylinositol 3-kinase regulatory subunit alpha;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
CHEMBL2111368,Cathepsin (S and K),Cathepsin S;Cathepsin K
CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),Inosine-5'-monophosphate dehydrogenase 1;Inosine-5'-monophosphate dehydrogenase 2
CHEMBL2111370,GABA A receptor alpha-6/beta-2/gamma-2,Gamma-aminobutyric acid receptor subunit beta-2;Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit alpha-6
CHEMBL2111371,PPAR delta/gamma,Peroxisome proliferator-activated receptor gamma;Peroxisome proliferator-activated receptor delta
CHEMBL2111372,Alcohol dehydrogenase,Alcohol dehydrogenase E chain;Alcohol dehydrogenase S chain
CHEMBL2111373,Phosphodiesterase 4,"Phosphodiesterase;cAMP-specific 3',5'-cyclic phosphodiesterase 4C;cAMP-specific 3',5'-cyclic phosphodiesterase 4A;cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit alpha-5;Gamma-aminobutyric acid receptor subunit beta-3
CHEMBL2111375,Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2),Vascular endothelial growth factor receptor 2;Angiopoietin-1 receptor
CHEMBL2111376,Spermidine/spermine N(1)-acetyltransferase (SAT),Thialysine N-epsilon-acetyltransferase;Diamine acetyltransferase 1
CHEMBL2111377,CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase),Protein DBF4 homolog A;Cell division cycle 7-related protein kinase
CHEMBL2111378,Histamine receptor (H3 and H4),Histamine H4 receptor;Histamine H3 receptor
CHEMBL2111379,Thrombin and urokinase-type plasminogen activator,Prothrombin;Urokinase-type plasminogen activator
CHEMBL2111380,Cathepsin (L and K),Cathepsin K;Procathepsin L
CHEMBL2111381,Protein farnesyltransferase (PFT),Protein farnesyltransferase alpha subunit;Protein farnesyltransferase subunit beta
CHEMBL2111382,Ca2+/calmodulin-dependent protein kinase II (CaM kinase II),Calcium/calmodulin-dependent protein kinase type II subunit alpha;Calcium/calmodulin-dependent protein kinase type II subunit beta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit gamma
CHEMBL2111383,Serotonin receptor 2a and 2c (5HT2A and 5HT2C),5-hydroxytryptamine receptor 2C;5-hydroxytryptamine receptor 2A
CHEMBL2111384,Nicotinic acetylcholine receptor alpha3/betaX,Acetylcholine receptor subunit beta;Neuronal acetylcholine receptor subunit beta-2;Neuronal acetylcholine receptor subunit beta-4;Neuronal acetylcholine receptor subunit alpha-3;Neuronal acetylcholine receptor subunit beta-3
CHEMBL2111385,Cannabinoid receptor,Cannabinoid receptor 2;Cannabinoid receptor 1
CHEMBL2111386,Adenosine receptor,Adenosine receptor A2b;Adenosine receptor A1;Adenosine receptor A2a;Adenosine receptor A3
CHEMBL2111387,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),ALK tyrosine kinase receptor;Nucleophosmin
CHEMBL2111388,Beta-2 adrenergic receptor and beta-3 adrenergic receptor,Beta-2 adrenergic receptor;Beta-3 adrenergic receptor
CHEMBL2111389,CDK9/cyclin T1,Cyclin-T1;Cyclin-dependent kinase 9
CHEMBL2111390,Beta-secretase (BACE),Beta-secretase 2;Beta-secretase 1
CHEMBL2111391,Fibroblast growth factor receptor,Fibroblast growth factor receptor 2;Fibroblast growth factor receptor 4;Fibroblast growth factor receptor 1;Fibroblast growth factor receptor 3
CHEMBL2111392,GABA A receptor alpha-1/beta-1/gamma-2,Gamma-aminobutyric acid receptor subunit alpha-1;Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit beta-1
CHEMBL2111393,Farnesyltransferase,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha;Protein farnesyltransferase subunit beta
CHEMBL2111394,RXR alpha/PPAR gamma,Peroxisome proliferator-activated receptor gamma;Retinoic acid receptor RXR-alpha
CHEMBL2111395,Beta-adrenergic receptor,Beta-1 adrenergic receptor;Beta-2 adrenergic receptor;Beta-3 adrenergic receptor
CHEMBL2111396,Cathepsin (B and K),Cathepsin K;Cathepsin B
CHEMBL2111397,Melanocortin receptor (M4 and M5),Melanocortin receptor 4;Melanocortin receptor 5
CHEMBL2111398,Serotonin receptor 2a and 2b (5HT2A and 5HT2B),5-hydroxytryptamine receptor 2B;5-hydroxytryptamine receptor 2A
CHEMBL2111399,Monoamine oxidase,Amine oxidase [flavin-containing] B;Amine oxidase [flavin-containing] A
CHEMBL2111400,Phosphodiesterase 3 and 5 (PDE3 and PDE5),"cGMP-specific 3',5'-cyclic phosphodiesterase;cGMP-inhibited 3',5'-cyclic phosphodiesterase A;cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
CHEMBL2111401,Thrombin and coagulation factor X,Prothrombin;Coagulation factor X
CHEMBL2111402,5-lipoxygenase/FLAP,Polyunsaturated fatty acid 5-lipoxygenase;Arachidonate 5-lipoxygenase-activating protein
CHEMBL2111403,Adenosine receptor A2a and A3,Adenosine receptor A2a;Adenosine receptor A3
CHEMBL2111404,P-glycoprotein 1 and 3 (MDR1a/MDR1b),ATP-dependent translocase ABCB1;ATP-dependent translocase ABCB1
CHEMBL2111405,Nitric-oxide synthase (endothelial and brain),"Nitric oxide synthase, brain;Nitric oxide synthase, endothelial"
CHEMBL2111406,Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),D(2) dopamine receptor;5-hydroxytryptamine receptor 2A
CHEMBL2111407,Integrin alpha-V/beta-1,Integrin beta-1;Integrin alpha-V
CHEMBL2111351,Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK),RAF proto-oncogene serine/threonine-protein kinase;Dual specificity mitogen-activated protein kinase kinase 1
CHEMBL2111352,Muscarinic acetylcholine receptor M2 and M5,Muscarinic acetylcholine receptor M2;Muscarinic acetylcholine receptor M5
CHEMBL2111353,Serine/threonine-protein kinase AKT,RAC-beta serine/threonine-protein kinase;RAC-gamma serine/threonine-protein kinase;RAC-alpha serine/threonine-protein kinase
CHEMBL2111354,Tubulin,Tubulin beta chain;Tubulin alpha-1A chain
CHEMBL2111355,Pho80/Pho85,Cyclin-dependent protein kinase PHO85;PHO85 cyclin PHO80
CHEMBL2111356,Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1),Mitogen-activated protein kinase 1;Mitogen-activated protein kinase 3
CHEMBL2111357,Calpain 1,Calpain small subunit 1;Calpain-1 catalytic subunit
CHEMBL2111358,Prostaglandin G/H synthase (cyclooxygenase),Prostaglandin G/H synthase 1;Prostaglandin G/H synthase 2
CHEMBL2111359,Dopamine receptor,D(4) dopamine receptor;D(1B) dopamine receptor;D(1A) dopamine receptor;D(2) dopamine receptor;D(3) dopamine receptor
CHEMBL2111360,Corticotropin releasing factor receptor,Corticotropin-releasing factor receptor 2;Corticotropin-releasing factor receptor 1
CHEMBL2111361,Cathepsin (V and K),Cathepsin K;Cathepsin L2
CHEMBL2111362,Integrin alpha-M/beta-2,Integrin beta-2;Integrin alpha-M
CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Histone deacetylase 3;Nuclear receptor corepressor 2
CHEMBL2111364,Large conductance calcium-activated potassium channel,Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit beta-1
CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit alpha-6;Gamma-aminobutyric acid receptor subunit beta-2
CHEMBL2111366,GABA A receptor alpha-4/beta-3/gamma-2,Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit beta-3;Gamma-aminobutyric acid receptor subunit alpha-4
CHEMBL2146294,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial","Palmitoyl-protein thioesterase ABHD10, mitochondrial"
CHEMBL2146295,Probable nicotinate-nucleotide adenylyltransferase,Probable nicotinate-nucleotide adenylyltransferase
CHEMBL2146296,Small ubiquitin-related modifier 1,Small ubiquitin-related modifier 1
CHEMBL2146297,DNA repair and recombination protein RAD54-like,DNA repair and recombination protein RAD54-like
CHEMBL2146298,Protein skinhead-1,Protein skinhead-1
CHEMBL2146299,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
CHEMBL2146300,Glycosyltransferase-like protein LARGE1,Xylosyl- and glucuronyltransferase LARGE1
CHEMBL2146301,Small ubiquitin-related modifier 2,Small ubiquitin-related modifier 2
CHEMBL2146302,"Glutaminase kidney isoform, mitochondrial","Glutaminase kidney isoform, mitochondrial"
CHEMBL2146303,"Methionyl-tRNA synthetase, putative",Methionine--tRNA ligase
CHEMBL2146304,DNA damage-inducible transcript 3 protein,DNA damage-inducible transcript 3 protein
CHEMBL2146305,Glycoprotein hormones alpha chain,Glycoprotein hormones alpha chain
CHEMBL2146306,Rac GTPase-activating protein 1,Rac GTPase-activating protein 1
CHEMBL2146307,ADP-ribosylation factor GTPase-activating protein 1,ADP-ribosylation factor GTPase-activating protein 1
CHEMBL2146308,Protein disulfide-isomerase A6,Protein disulfide-isomerase A6
CHEMBL2146309,ATP-dependent Clp protease proteolytic subunit,ATP-dependent Clp protease proteolytic subunit
CHEMBL2146310,Aberrant vpr protein,Protein Vpr
CHEMBL2146311,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
CHEMBL2146312,Werner syndrome ATP-dependent helicase,Werner syndrome ATP-dependent helicase
CHEMBL2146313,Heat shock protein Hsp-16.2,Heat shock protein hsp-16.2
CHEMBL2146314,Transcription factor SKN7,Transcription factor SKN7
CHEMBL2146315,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor subfamily 1 group I member 2
CHEMBL2146316,Putative uncharacterized protein,HpcH_HpaI domain-containing protein
CHEMBL2146338,Toll-like receptor 1,Toll-like receptor 1
CHEMBL2146339,Toll-like receptor 8,Toll-like receptor 8
CHEMBL2146340,Toll-like receptor 3,Toll-like receptor 3
CHEMBL2146341,Toll-like receptor 6,Toll-like receptor 6
CHEMBL2146342,PTPsigma-(Brain),Protein-tyrosine-phosphatase
CHEMBL2146343,Dual specificity protein phosphatase 4,Dual specificity protein phosphatase 4
CHEMBL2146344,Neutral ceramidase,Neutral ceramidase
CHEMBL2146345,Basic phospholipase A2 homolog BnSP-7,Basic phospholipase A2 homolog BnSP-7
CHEMBL2146346,Neurogenic locus notch homolog protein 1,Neurogenic locus notch homolog protein 1
CHEMBL2146347,Inward rectifier potassium channel 4,Inward rectifier potassium channel 4
CHEMBL2146348,ATP-sensitive inward rectifier potassium channel 10,ATP-sensitive inward rectifier potassium channel 10
CHEMBL2146349,Inward rectifier potassium channel 13,Inward rectifier potassium channel 13
CHEMBL2146350,ATP-sensitive inward rectifier potassium channel 1,ATP-sensitive inward rectifier potassium channel 1
CHEMBL2146351,G-protein coupled receptor 81,G-protein coupled receptor 81
CHEMBL2146352,G-protein coupled receptor 81,G-protein coupled receptor 81
CHEMBL2146353,Protein Gpr81,Hydroxycarboxylic acid receptor 1
CHEMBL2146354,Hydroxycarboxylic acid receptor 1,Hydroxycarboxylic acid receptor 1
CHEMBL2146355,Protein CIP2A,Protein CIP2A
CHEMBL2150832,Farnesyl pyrophosphate synthase,Farnesyl pyrophosphate synthase
CHEMBL2150833,Neuronal acetylcholine receptor subunit alpha-7,Neuronal acetylcholine receptor subunit alpha-7
CHEMBL2150834,DNA topoisomerase type IB small subunit,DNA topoisomerase type IB small subunit
CHEMBL2150835,Enoyl-[acyl-carrier-protein] reductase [NADH],Enoyl-[acyl-carrier-protein] reductase [NADH]
CHEMBL2150836,SRC kinase signaling inhibitor 1,SRC kinase signaling inhibitor 1
CHEMBL2150837,ATPase family AAA domain-containing protein 2,ATPase family AAA domain-containing protein 2
CHEMBL2150838,Succinate receptor 1,Succinate receptor 1
CHEMBL2150839,Succinate receptor 1,Succinate receptor 1
CHEMBL2150840,2-oxoglutarate receptor 1,2-oxoglutarate receptor 1
CHEMBL2150841,DNA topoisomerase 4 subunit B,DNA topoisomerase 4 subunit B
CHEMBL2150842,Antithrombin-III,Antithrombin-III
CHEMBL2150843,Alpha-1A adrenergic receptor,Alpha-1A adrenergic receptor
CHEMBL2150844,Methionine synthase,Methionine synthase
CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Ubiquitin carboxyl-terminal hydrolase 7
CHEMBL2157851,Ubiquitin carboxyl-terminal hydrolase 47,Ubiquitin carboxyl-terminal hydrolase 47
CHEMBL2157852,Ubiquitin carboxyl-terminal hydrolase 21,Ubiquitin carboxyl-terminal hydrolase 21
CHEMBL2157853,Ubiquitin carboxyl-terminal hydrolase 28,Ubiquitin carboxyl-terminal hydrolase 28
CHEMBL2157854,Ubiquitin carboxyl-terminal hydrolase 8,Ubiquitin carboxyl-terminal hydrolase 8
CHEMBL2157855,Tyrosine-protein phosphatase non-receptor type 22,Tyrosine-protein phosphatase non-receptor type 22
CHEMBL2157856,Fanconi anemia group F protein,Fanconi anemia group F protein
CHEMBL2157857,Fanconi anemia group D2 protein,Fanconi anemia group D2 protein
CHEMBL2157858,Dual specificity protein phosphatase 2,Dual specificity protein phosphatase 2
CHEMBL2157859,Uncharacterized protein,Glucagon receptor
CHEMBL2163166,43 kDa receptor-associated protein of the synapse,43 kDa receptor-associated protein of the synapse
CHEMBL2163167,S-methylmethionine--homocysteine S-methyltransferase BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2
CHEMBL2163170,UDP-3-O-acyl-N-acetylglucosamine deacetylase,UDP-3-O-acyl-N-acetylglucosamine deacetylase
CHEMBL2163171,Urea transporter 1,Urea transporter 1
CHEMBL2163172,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
CHEMBL2163173,Cadherin-11,Cadherin-11
CHEMBL2163174,Platelet glycoprotein 4,Platelet glycoprotein 4
CHEMBL2163175,Gamma-butyrobetaine dioxygenase,Gamma-butyrobetaine dioxygenase
CHEMBL2163176,Lysine-specific demethylase 5C,Lysine-specific demethylase 5C
CHEMBL2163177,Lysine-specific demethylase 7,Lysine-specific demethylase 7A
CHEMBL2163178,Serine protease SplB,Serine protease SplB
CHEMBL2163179,HTH-type transcriptional regulator EthR,HTH-type transcriptional regulator EthR
CHEMBL2163180,Antithrombin,Antithrombin
CHEMBL2163181,DNA ligase,DNA ligase
CHEMBL2163182,NAD-dependent protein deacetylase sirtuin-6,NAD-dependent protein deacylase sirtuin-6
CHEMBL2163183,"NAD-dependent protein deacylase sirtuin-5, mitochondrial","NAD-dependent protein deacylase sirtuin-5, mitochondrial"
CHEMBL2163184,NAD-dependent protein deacetylase sirtuin-7,NAD-dependent protein deacetylase sirtuin-7
CHEMBL2163185,NAD-dependent protein deacetylase sirtuin-4,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial"
CHEMBL2163186,Glutathione peroxidase 1,Glutathione peroxidase 1
CHEMBL2169716,N-lysine methyltransferase SMYD2,N-lysine methyltransferase SMYD2
CHEMBL2169717,Histone-lysine N-methyltransferase pr-set7,Histone-lysine N-methyltransferase PR-Set7
CHEMBL2169718,Histone-lysine N-methyltransferase EHMT2,Histone-lysine N-methyltransferase EHMT2
CHEMBL2169719,Histone-lysine N-methyltransferase E(z),Histone-lysine N-methyltransferase E(z)
CHEMBL2169720,Histone-lysine N-methyltransferase Su(var)3-9,Histone-lysine N-methyltransferase Su(var)3-9
CHEMBL2169721,Uncharacterized protein,Estradiol 17-beta-dehydrogenase 2
CHEMBL2169722,Glycylpeptide N-tetradecanoyltransferase,Glycylpeptide N-tetradecanoyltransferase
CHEMBL2169723,Cdc2-related kinase,Cdc2-related kinase
CHEMBL2169724,CGMP-dependent protein kinase,cGMP-dependent protein kinase
CHEMBL2169725,Calcium-dependent protein kinase 4,Calcium-dependent protein kinase 4
CHEMBL2169726,Glucose-6-phosphate 1-dehydrogenase,Glucose-6-phosphate dehydrogenase
CHEMBL2169727,Gastric triacylglycerol lipase,Gastric triacylglycerol lipase
CHEMBL2169728,Pancreatic lipase-related protein 2,Pancreatic lipase-related protein 2
CHEMBL2169729,Pancreatic lipase-related protein 2,Pancreatic lipase-related protein 2
CHEMBL2169730,NQO1 protein,NQO1 protein
CHEMBL2169731,NADPH--cytochrome P450 reductase,NADPH--cytochrome P450 reductase
CHEMBL2169732,Hydroxyacid oxidase 2,2-Hydroxyacid oxidase 2
CHEMBL2169733,Class I phosphodiesterase PDEB1,Phosphodiesterase
CHEMBL2169734,Uncharacterized protein,Opioid receptor delta 1
CHEMBL2169735,7-dehydrocholesterol reductase,7-dehydrocholesterol reductase
CHEMBL2169736,Tyrosyl-DNA phosphodiesterase 2,Tyrosyl-DNA phosphodiesterase 2
CHEMBL2176769,Spermine oxidase,Spermine oxidase
CHEMBL2176770,Sulfate anion transporter 1,Sulfate anion transporter 1
CHEMBL2176771,Complement factor D,Complement factor D
CHEMBL2176772,E3 ubiquitin-protein ligase TRIM33,E3 ubiquitin-protein ligase TRIM33
CHEMBL2176773,PH-interacting protein,PH-interacting protein
CHEMBL2176774,Bromodomain-containing protein 1,Bromodomain-containing protein 1
CHEMBL2176775,ATPase family AAA domain-containing protein 2B,ATPase family AAA domain-containing protein 2B
CHEMBL2176776,Sentrin-specific protease 2,Sentrin-specific protease 2
CHEMBL2176777,Poly [ADP-ribose] polymerase 14,Protein mono-ADP-ribosyltransferase PARP14
CHEMBL2176778,Poly [ADP-ribose] polymerase 15,Protein mono-ADP-ribosyltransferase PARP15
CHEMBL2176779,DNA-dependent protein kinase catalytic subunit,DNA-dependent protein kinase catalytic subunit
CHEMBL2176780,Transcription factor SOX-5,Transcription factor SOX-5
CHEMBL2176781,Tyrosine-protein kinase transmembrane receptor ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1
CHEMBL2176782,26S proteasome non-ATPase regulatory subunit 1,26S proteasome non-ATPase regulatory subunit 1
CHEMBL2176783,Multiple PDZ domain protein,Multiple PDZ domain protein
CHEMBL2176784,Serine/threonine-protein kinase MAK,Serine/threonine-protein kinase MAK
CHEMBL2176785,Importin-7,Importin-7
CHEMBL2176786,Kalirin,Kalirin
CHEMBL2176787,Dynactin subunit 1,Dynactin subunit 1
CHEMBL2176788,Cardiotrophin-like cytokine factor 1,Cardiotrophin-like cytokine factor 1
CHEMBL2176789,Dystonin,Dystonin
CHEMBL2176790,Afadin- and alpha-actinin-binding protein,Afadin- and alpha-actinin-binding protein
CHEMBL2176791,Voltage-dependent L-type calcium channel subunit alpha-1F,Voltage-dependent L-type calcium channel subunit alpha-1F
CHEMBL2176792,Trace amine-associated receptor 7b,Trace amine-associated receptor 7b
CHEMBL2176793,Sodium-dependent multivitamin transporter,Sodium-dependent multivitamin transporter
CHEMBL2176794,Chloride transport protein 6,H(+)/Cl(-) exchange transporter 6
CHEMBL2176795,"ATP synthase subunit alpha, mitochondrial","ATP synthase subunit alpha, mitochondrial"
CHEMBL2176796,"ATP synthase subunit beta, mitochondrial","ATP synthase subunit beta, mitochondrial"
CHEMBL2176797,Cyclic AMP-dependent transcription factor ATF-2,Cyclic AMP-dependent transcription factor ATF-2
CHEMBL2176798,"Citrate synthase, mitochondrial","Citrate synthase, mitochondrial"
CHEMBL2176799,Serine/threonine-protein kinase WNK1,Serine/threonine-protein kinase WNK1
CHEMBL2176800,Creatine kinase M-type,Creatine kinase M-type
CHEMBL2176801,Triosephosphate isomerase,Triosephosphate isomerase
CHEMBL2176802,Membrane transport protein XK,Endoplasmic reticulum membrane adapter protein XK
CHEMBL2176803,Septin-9,Septin-9
CHEMBL2176804,Ras GTPase-activating protein SynGAP,Ras/Rap GTPase-activating protein SynGAP
CHEMBL2176805,PX domain-containing protein kinase-like protein,PX domain-containing protein kinase-like protein
CHEMBL2176806,Fanconi anemia group M protein homolog,Fanconi anemia group M protein homolog
CHEMBL2176807,Neurofibromin,Neurofibromin
CHEMBL2176808,Selenocysteine insertion sequence-binding protein 2,Selenocysteine insertion sequence-binding protein 2
CHEMBL2176809,Rab11 family-interacting protein 4,Rab11 family-interacting protein 4
CHEMBL2176810,Prolactin-3B1,Prolactin-3B1
CHEMBL2176811,Hemopexin,Hemopexin
CHEMBL2176812,Creatine kinase B-type,Creatine kinase B-type
CHEMBL2176813,Trace amine-associated receptor 7b,Trace amine-associated receptor 7b
CHEMBL2176814,Interleukin-12 subunit beta,Interleukin-12 subunit beta
CHEMBL2176815,Phosphoglycerate kinase 1,Phosphoglycerate kinase 1
CHEMBL2176816,Cyclin-dependent kinase 7,Cyclin-dependent kinase 7
CHEMBL2176817,Protein kinase C and casein kinase substrate in neurons protein 2,Protein kinase C and casein kinase substrate in neurons protein 2
CHEMBL2176818,Hepatocyte nuclear factor 6,Hepatocyte nuclear factor 6
CHEMBL2176819,Kinesin light chain 1,Kinesin light chain 1
CHEMBL2176820,Norrin,Norrin
CHEMBL2176821,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
CHEMBL2176822,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
CHEMBL2176823,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
CHEMBL2176824,L-lactate dehydrogenase A chain,L-lactate dehydrogenase A chain
CHEMBL2176825,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial","Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
CHEMBL2176826,"Dihydrolipoyl dehydrogenase, mitochondrial","Dihydrolipoyl dehydrogenase, mitochondrial"
CHEMBL2176827,"Malate dehydrogenase, cytoplasmic","Malate dehydrogenase, cytoplasmic"
CHEMBL2176828,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
CHEMBL2176829,"Isocitrate dehydrogenase [NADP], mitochondrial","Isocitrate dehydrogenase [NADP], mitochondrial"
CHEMBL2176830,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
CHEMBL2176831,"2-oxoglutarate dehydrogenase, mitochondrial",2-oxoglutarate dehydrogenase complex component E1
CHEMBL2176832,Glyceraldehyde-3-phosphate dehydrogenase,Glyceraldehyde-3-phosphate dehydrogenase
CHEMBL2176833,"Glutamate dehydrogenase 1, mitochondrial","Glutamate dehydrogenase 1, mitochondrial"
CHEMBL2176834,L-lactate dehydrogenase B chain,L-lactate dehydrogenase B chain
CHEMBL2176835,"Malate dehydrogenase, mitochondrial","Malate dehydrogenase, mitochondrial"
CHEMBL2176836,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial","Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
CHEMBL2176837,Catechol O-methyltransferase,Catechol O-methyltransferase
CHEMBL2176838,Aurora kinase B-A,Aurora kinase B-A
CHEMBL2176839,Toll-like receptor 5,Toll-like receptor 5
CHEMBL2176840,Trypanothione reductase,Trypanothione reductase
CHEMBL2176841,Protein VAC14 homolog,Protein VAC14 homolog
CHEMBL2176842,1-phosphatidylinositol 3-phosphate 5-kinase,1-phosphatidylinositol 3-phosphate 5-kinase
CHEMBL2176843,Glycogen synthase kinase-3 alpha,Glycogen synthase kinase-3 alpha
CHEMBL2176844,STE20-like serine/threonine-protein kinase,STE20-like serine/threonine-protein kinase
CHEMBL2176845,Platelet glycoprotein 4,Platelet glycoprotein 4
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Advanced glycosylation end product-specific receptor
CHEMBL2176847,Advanced glycosylation end product-specific receptor,Advanced glycosylation end product-specific receptor
CHEMBL2176848,O-acyltransferase,O-acyltransferase
CHEMBL2176849,P2X purinoceptor 4,P2X purinoceptor 4
CHEMBL2176850,Chemokine receptor,Chemokine (C-C motif) receptor 1
CHEMBL2176851,Replicative DNA helicase,Replicative DNA helicase
CHEMBL2176852,"Thymidylate kinase, putative",dTMP kinase
CHEMBL2176853,C-type lectin domain family 4 member K,C-type lectin domain family 4 member K
CHEMBL2176854,Macrophage mannose receptor 1,Macrophage mannose receptor 1
CHEMBL2176855,C-type lectin domain family 4 member C,C-type lectin domain family 4 member C
CHEMBL2176856,C-type lectin domain family 6 member A,C-type lectin domain family 6 member A
CHEMBL2176857,Pulmonary surfactant-associated protein D,Pulmonary surfactant-associated protein D
CHEMBL2176858,C-type lectin domain family 4 member M,C-type lectin domain family 4 member M
CHEMBL2176860,"Glutaminase liver isoform, mitochondrial","Glutaminase liver isoform, mitochondrial"
CHEMBL2176861,POSSIBLE LYSOPHOSPHOLIPASE,Monoacylglycerol lipase
CHEMBL2176862,Cutinase 1,Cutinase 1
CHEMBL2176863,Uncharacterized protein,Trehalase
CHEMBL2176864,Macrophage migration inhibitory factor homologue,Macrophage migration inhibitory factor
CHEMBL2189110,Histone-lysine N-methyltransferase EZH2,Histone-lysine N-methyltransferase EZH2
CHEMBL2189111,Histone-lysine N-methyltransferase SETMAR,Histone-lysine N-methyltransferase SETMAR
CHEMBL2189112,Histone-lysine N-methyltransferase MLL4,Histone-lysine N-methyltransferase 2B
CHEMBL2189113,Histone-lysine N-methyltransferase MLL3,Histone-lysine N-methyltransferase 2C
CHEMBL2189114,Histone-lysine N-methyltransferase MLL2,Histone-lysine N-methyltransferase 2D
CHEMBL2189115,DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B
CHEMBL2189116,Histone-lysine N-methyltransferase EZH1,Histone-lysine N-methyltransferase EZH1
CHEMBL2189117,Polycomb protein EED,Polycomb protein EED
CHEMBL2189121,GTPase KRas,GTPase KRas
CHEMBL2189122,DnaJ homolog subfamily A member 1,DnaJ homolog subfamily A member 1
CHEMBL2189123,Arylsulfatase,Arylsulfatase
CHEMBL2189124,Arylsulfatase G,Arylsulfatase G
CHEMBL2189125,Testis-expressed sequence 30 protein,Testis-expressed protein 30
CHEMBL2189126,Calcium-independent phospholipase A2-gamma,Calcium-independent phospholipase A2-gamma
CHEMBL2189127,Monoacylglycerol lipase ABHD6,Monoacylglycerol lipase ABHD6
