id	type	heading	synonyms
CHEMBL2073694	Target	Solute carrier family 22 member 4	Solute carrier family 22 member 4;Octn1;Organic cation/carnitine transporter 1;Slc22a4;Solute carrier family 22 member 4
CHEMBL2073695	Target	Bile salt export pump	Bile salt export pump;7.6.2.-;Abcb11;ATP-binding cassette sub-family B member 11;Bile salt export pump;Bsep;Sister of P-glycoprotein;Spgp;Synonyms=Bsep
CHEMBL2073696	Target	Solute carrier organic anion transporter family member 1A1	Solute carrier organic anion transporter family member 1A1;OATP-1;Oatp1a1;Slc21a1;Slco1a1;Sodium-independent organic anion-transporting polypeptide 1;Solute carrier family 21 member 1;Solute carrier organic anion transporter family member 1A1
CHEMBL2073697	Target	Solute carrier organic anion transporter family member 1C1	Solute carrier organic anion transporter family member 1C1;OATP14;OATP-14;OATP1C1;OATPF;OATP-F;OATPRP5;OAT-RP-5;Organic anion transporter F;Organic anion transporter polypeptide-related protein 5;Organic anion-transporting polypeptide 14;SLC21A14;SLCO1C1;Solute carrier family 21 member 14;Solute carrier organic anion transporter family member 1C1;Thyroxine transporter
CHEMBL2073698	Target	Solute carrier organic anion transporter family member 2B1	Solute carrier organic anion transporter family member 2B1;Oatp2b1;Organic anion transporter moatp1;Slc21a9;Slco2b1;Solute carrier family 21 member 9;Solute carrier organic anion transporter family member 2B1
CHEMBL2073699	Target	Solute carrier organic anion transporter family member 2A1	Solute carrier organic anion transporter family member 2A1;Oatp2a1;PGT;Prostaglandin transporter;Slc21a2;Slco2a1;Solute carrier family 21 member 2;Solute carrier organic anion transporter family member 2A1
CHEMBL2073700	Target	Solute carrier organic anion transporter family member 1A4	Solute carrier organic anion transporter family member 1A4;Oatp1a4;Oatp2;Slc21a5;Slco1a4;Sodium-independent organic anion-transporting polypeptide 2;Solute carrier family 21 member 5;Solute carrier organic anion transporter family member 1A4
CHEMBL2073701	Target	Solute carrier organic anion transporter family member 4A1	Solute carrier organic anion transporter family member 4A1;Oatp4a1;Oatpe;OATP-E;Organic anion-transporting polypeptide E;Slc21a12;Slco4a1;Sodium-independent organic anion transporter E;Solute carrier family 21 member 12;Solute carrier organic anion transporter family member 4A1
CHEMBL2073702	Target	ATP-binding cassette sub-family C member 11	ATP-binding cassette sub-family C member 11;7.6.2.2;7.6.2.3;ABCC11;ATP-binding cassette sub-family C member 11;MRP8;Multidrug resistance-associated protein 8
CHEMBL2073703	Target	Solute carrier organic anion transporter family member 2A1	Solute carrier organic anion transporter family member 2A1;OATP2A1;PGT;Prostaglandin transporter;SLC21A2;SLCO2A1;Solute carrier family 21 member 2;Solute carrier organic anion transporter family member 2A1
CHEMBL2073704	Target	Monocarboxylate transporter 2	Monocarboxylate transporter 2;MCT2;MCT 2;Monocarboxylate transporter 2;SLC16A7;Solute carrier family 16 member 7
CHEMBL2073705	Target	ATP-binding cassette sub-family G member 2	Broad substrate specificity ATP-binding cassette transporter ABCG2;7.6.2.2;Abcg2;Abcp;ATP-binding cassette sub-family G member 2;Bcrp1;Breast cancer resistance protein 1 homolog;Broad substrate specificity ATP-binding cassette transporter ABCG2;CD_antigen=CD338;Urate exporter
CHEMBL2073706	Target	Multidrug resistance protein 3	Phosphatidylcholine translocator ABCB4;7.6.2.1;Abcb4;ATP-binding cassette sub-family B member 4;Multidrug resistance protein 2;Multidrug resistance protein 3;P-glycoprotein 2;P-glycoprotein 3;Pgp3;Pgp3 GN  ;Phosphatidylcholine translocator ABCB4;Synonyms=Mdr2
CHEMBL2073707	Target	Solute carrier organic anion transporter family member 1A3	Solute carrier organic anion transporter family member 1A3;OAT-K1;OAT-K2;Oatp1a3;rOAT-K;Slc21a4;Slco1a3;Sodium-independent organic anion transporter K1;Solute carrier family 21 member 4;Solute carrier organic anion transporter family member 1A3
CHEMBL2073708	Target	Ileal sodium/bile acid cotransporter	Ileal sodium/bile acid cotransporter;Apical sodium-dependent bile acid transporter;ASBT;IBAT;Ileal Na(+)/bile acid cotransporter;Ileal sodium/bile acid cotransporter;Ileal sodium-dependent bile acid transporter;ISBT;Na(+)-dependent ileal bile acid transporter;Ntcp2;Slc10a2;Sodium/taurocholate cotransporting polypeptide, ileal;Solute carrier family 10 member 2
CHEMBL2073709	Target	Monocarboxylate transporter 1	Monocarboxylate transporter 1;Mct1;MCT 1;Monocarboxylate transporter 1;Slc16a1;Solute carrier family 16 member 1
CHEMBL2073710	Target	Solute carrier organic anion transporter family member 4C1	Solute carrier organic anion transporter family member 4C1;Slc21a20;Slc21a20 GN  ;Slco4c1;Solute carrier family 21 member 20;Solute carrier organic anion transporter family member 4C1;Synonyms=Oatp4c1
CHEMBL2073711	Target	Multidrug resistance-associated protein 4	ATP-binding cassette subfamily C member 4;7.6.2.-;7.6.2.2;7.6.2.3;Abcc4;ATP-binding cassette subfamily C member 4;Multidrug resistance-associated protein 4;Synonyms=Mrp4
CHEMBL2073712	Target	Multidrug resistance-associated protein 6	ATP-binding cassette sub-family C member 6;7.6.2.-;7.6.2.3;Abcc6;ATP-binding cassette sub-family C member 6;Mlp1;MLP-1;Mrp6;MRP-like protein 1;Multidrug resistance-associated protein 6
CHEMBL2073713	Target	Sodium/bile acid cotransporter	Sodium/bile acid cotransporter;Na(+)/bile acid cotransporter;Na(+)/taurocholate transport protein;Ntcp;Slc10a1;Sodium/bile acid cotransporter;Sodium/taurocholate cotransporting polypeptide;Solute carrier family 10 member 1
CHEMBL2073714	Target	Solute carrier family 15 member 1	Solute carrier family 15 member 1;Intestinal H(+)/peptide cotransporter;Oligopeptide transporter, small intestine isoform;Pept1;Peptide transporter 1;Proton-coupled dipeptide cotransporter;Slc15a1;Solute carrier family 15 member 1;Synonyms=Pept1
CHEMBL2073715	Target	Solute carrier family 22 member 21	Solute carrier family 22 member 21;Octn3;Organic cation/carnitine transporter 3;Slc22a21;Slc22a9;Solute carrier family 22 member 21;Solute carrier family 22 member 9
CHEMBL2073716	Target	Solute carrier family 22 member 7	Solute carrier family 22 member 7;mOAT2;Oat2;Organic anion transporter 2;Slc22a7;Solute carrier family 22 member 7
CHEMBL2073717	Target	Monocarboxylate transporter 10	Monocarboxylate transporter 10;Aromatic amino acid transporter 1;Mct10;MCT 10;Monocarboxylate transporter 10;Slc16a10;Solute carrier family 16 member 10;Tat1;T-type amino acid transporter 1
CHEMBL2073718	Target	Monocarboxylate transporter 2	Monocarboxylate transporter 2;Monocarboxylate transporter 2;Slc16a7;Solute carrier family 16 member 7
CHEMBL2073719	Target	SLC16A10 protein	SLC16A10 protein;SLC16A10;SLC16A10 protein
CHEMBL2073720	Target	Monocarboxylate transporter 8	Monocarboxylate transporter 8;Mct8;MCT 8;Monocarboxylate transporter 8;SLC16A2;Solute carrier family 16 member 2
CHEMBL2073721	Target	Solute carrier family 22 member 9	Solute carrier family 22 member 9;hOAT4;OAT7;Organic anion transporter 7;SLC22A9;Solute carrier family 22 member 9;UST3
CHEMBL2073722	Target	Solute carrier family 22 member 16	Solute carrier family 22 member 16;Carnitine transporter 2;CT2;Flipt 2;FLIPT2;Fly-like putative transporter 2;OCT6;Organic cation/carnitine transporter 6;Organic cation transporter OKB1;SLC22A16;Solute carrier family 22 member 16
CHEMBL2073723	Target	Organic solute transporter subunit alpha	Organic solute transporter subunit alpha;Organic solute transporter subunit alpha;Osta;OST-alpha;Slc51a;Solute carrier family 51 subunit alpha
CHEMBL2073724	Target	Organic solute transporter subunit alpha	Organic solute transporter subunit alpha;Organic solute transporter subunit alpha;OSTA;OST-alpha;SLC51A;Solute carrier family 51 subunit alpha
CHEMBL2074	Target	Maltase-glucoamylase	Maltase-glucoamylase;3.2.1.20;Alpha-1,4-glucosidase;Maltase-glucoamylase;MGA;MGAM;MGAML;Synonyms=MGA
CHEMBL2075	Target	Cyclophilin B	Peptidyl-prolyl cis-trans isomerase B;5.2.1.8;Cyclophilin B;CYPB;CYP-S1;Peptidyl-prolyl cis-trans isomerase B;PPIase B;PPIB;Rotamase B;S-cyclophilin;SCYLP
CHEMBL2077	Target	Alcohol sulfotransferase	Sulfotransferase 2A1;2.8.2.14;2.8.2.2;Bile salt sulfotransferase;Dehydroepiandrosterone sulfotransferase;DHEA-ST;DHEA-ST8;HST;HST;Hydroxysteroid Sulfotransferase;ST2;ST2A1;STD;Sulfotransferase 2A1;SULT2A1;SULT2A3
CHEMBL2079	Target	Cellular retinoic acid-binding protein I	Cellular retinoic acid-binding protein 1;Cellular retinoic acid-binding protein 1;Cellular retinoic acid-binding protein I;CRABP1;CRABP-I;RBP5
CHEMBL2079845	Target	GTPase NRas	GTPase NRas;3.6.5.2;GTPase NRas;HRAS1;NRAS;Transforming protein N-Ras
CHEMBL2079846	Target	Son of sevenless homolog 1	Son of sevenless homolog 1;Son of sevenless homolog 1;SOS1;SOS-1
CHEMBL2079847	Target	Beta-lactamase II	Beta-lactamase;3.5.2.6;Beta-lactamase;bla2;FYB77_07905;GBAA_3500;GRA88_06815;GRA94_08580;GRA98_18385
CHEMBL2079848	Target	Activated CDC42 kinase 1	Activated CDC42 kinase 1;2.7.10.2;2.7.11.1;Ack1;ACK-1;Activated CDC42 kinase 1;Non-receptor protein tyrosine kinase Ack;Tnk2;Tyrosine kinase non-receptor protein 2
CHEMBL2079849	Target	Serine protease hepsin	Serine protease hepsin;3.4.21.106;HPN;Serine protease hepsin;Serine protease hepsin catalytic chain;Serine protease hepsin non-catalytic chain;TMPRSS1;Transmembrane protease serine 1
CHEMBL2079850	Target	Protein prune homolog	Exopolyphosphatase PRUNE1;3.6.1.1;DRES17;DRES-17;Drosophila-related expressed sequence 17;Exopolyphosphatase PRUNE1;hPrune;HTcD37;Protein prune homolog 1;PRUNE;PRUNE1
CHEMBL2079851	Target	Snake venom metalloproteinase Bap1	Snake venom metalloproteinase BaP1;3.4.24.-;Bap-1;Hemorrhagic metalloproteinase BaP1;Snake venom metalloproteinase BaP1;SVMP
CHEMBL2079852	Target	Protein-glutamine gamma-glutamyltransferase 6	Protein-glutamine gamma-glutamyltransferase 6;2.3.2.13;Protein-glutamine gamma-glutamyltransferase 6;TG6;TGase-3-like;TGase-6;TGase Y;TGM3L;TGM6;TGY;Transglutaminase-3-like;Transglutaminase-6;Transglutaminase Y
CHEMBL2079853	Target	Protein-glutamine gamma-glutamyltransferase 2	Protein-glutamine gamma-glutamyltransferase 2;2.3.1.-;2.3.2.13;3.4.-.-;3.5.1.44;Isopeptidase TGM2;Protein-glutamine deamidase TGM2;Protein-glutamine dopaminyltransferase TGM2;Protein-glutamine gamma-glutamyltransferase 2;Protein-glutamine histaminyltransferase TGM2;Protein-glutamine noradrenalinyltransferase TGM2;Protein-glutamine serotonyltransferase TGM2;TG2;TGase2;TGase-2;TGase II;Tgm2;Tissue transglutaminase;Transglutaminase-2;Transglutaminase II;tTG
CHEMBL208	Target	Progesterone receptor	Progesterone receptor;NR3C3;Nuclear receptor subfamily 3 group C member 3;PGR;Progesterone receptor
CHEMBL2081	Target	Glutathione S-transferase Mu 1	Glutathione S-transferase Mu 1;2.5.1.18;Glutathione S-transferase Mu 1;GST1;GST class-mu 1;GST HB subunit 4;GSTM1;GSTM1-1;GSTM1a-1a;GSTM1b-1b;GTH4
CHEMBL2082	Target	Calcineurin B alpha	Calcineurin subunit B type 1;Calcineurin subunit B type 1;CNA2;CNB;PPP3R1;Protein phosphatase 2B regulatory subunit 1;Protein phosphatase 3 regulatory subunit B alpha isoform 1
CHEMBL2083	Target	Fatty acid binding protein adipocyte	Fatty acid-binding protein, adipocyte;Adipocyte lipid-binding protein;Adipocyte-type fatty acid-binding protein;AFABP;A-FABP;ALBP;FABP4;Fatty acid-binding protein 4;Fatty acid-binding protein, adipocyte
CHEMBL2084	Target	Asialoglycoprotein receptor 1	Asialoglycoprotein receptor 1;ASGP-R 1;ASGPR 1;ASGR1;Asialoglycoprotein receptor 1;CLEC4H1;C-type lectin domain family 4 member H1;Hepatic lectin H1;HL-1
CHEMBL2085	Target	Macrophage migration inhibitory factor	Macrophage migration inhibitory factor;5.3.2.1;5.3.3.12;GIF;GLIF;Glycosylation-inhibiting factor;L-dopachrome isomerase;L-dopachrome tautomerase;Macrophage migration inhibitory factor;MIF;MIF;MMIF;Phenylpyruvate tautomerase;Synonyms=GLIF
CHEMBL2086	Target	Voltage-gated potassium channel subunit Kv1.2	Potassium voltage-gated channel subfamily A member 2;KCNA2;NGK1;Potassium voltage-gated channel subfamily A member 2;Voltage-gated K(+) channel HuKIV;Voltage-gated potassium channel HBK5;Voltage-gated potassium channel subunit Kv1.2
CHEMBL2088	Target	Carboxypeptidase A1	Carboxypeptidase A1;3.4.17.1;Carboxypeptidase A1;CPA;CPA1
CHEMBL209	Target	Trypsin I	Serine protease 1;3.4.21.4;Alpha-trypsin chain 1;Alpha-trypsin chain 2;Anionic trypsin I;Anionic trypsin-I;Beta-trypsin;Cationic trypsinogen;Pretrypsinogen I;PRSS1;Serine protease 1;Synonyms=TRP1;TRP1;TRY1;TRYP1;Trypsin-1;Trypsin I
CHEMBL2093	Target	G2/mitotic-specific cyclin B1	G2/mitotic-specific cyclin-B1;Ccnb1;G2/mitotic-specific cyclin-B1
CHEMBL2093861	Target	Menin/Histone-lysine N-methyltransferase MLL	Menin;MEN1;Menin;SCG2;Histone-lysine N-methyltransferase 2A;2.1.1.-;2.1.1.364;ALL1;ALL-1;C-terminal cleavage product of 180 kDa;CXXC7;CXXC-type zinc finger protein 7;Cysteine methyltransferase KMT2A;Histone-lysine N-methyltransferase 2A;HRX;HTRX;KMT2A;Lysine N-methyltransferase 2A;MLL;MLL1;MLL cleavage product C180;MLL cleavage product N320;Myeloid/lymphoid or mixed-lineage leukemia;Myeloid/lymphoid or mixed-lineage leukemia protein 1;N-terminal cleavage product of 320 kDa;p180;p320;Trithorax-like protein;TRX1;Zinc finger protein HRX
CHEMBL2093862	Target	Runt-related transcription factor 1/Core-binding factor subunit beta	Runt-related transcription factor 1;Acute myeloid leukemia 1 protein;AML1;CBFA2;CBF-alpha-2;Core-binding factor subunit alpha-2;Oncogene AML-1;PEA2-alpha B;PEBP2-alpha B;Polyomavirus enhancer-binding protein 2 alpha B subunit;Runt-related transcription factor 1;RUNX1;SL3-3 enhancer factor 1 alpha B subunit;SL3/AKV core-binding factor alpha B subunit;Core-binding factor subunit beta;CBFB;CBF-beta;Core-binding factor subunit beta;PEA2-beta;PEBP2-beta;Polyomavirus enhancer-binding protein 2 beta subunit;SL3-3 enhancer factor 1 subunit beta;SL3/AKV core-binding factor beta subunit
CHEMBL2093863	Target	Phosphodiesterase 4	cAMP-specific 3',5'-cyclic phosphodiesterase 4A;3.1.4.53;cAMP-specific 3',5'-cyclic phosphodiesterase 4A;DPDE2;DPDE2;PDE46;PDE4A;cAMP-specific 3',5'-cyclic phosphodiesterase 4D;3.1.4.53;cAMP-specific 3',5'-cyclic phosphodiesterase 4D;DPDE3;DPDE3;PDE43;PDE4D;cAMP-specific 3',5'-cyclic phosphodiesterase 4B;3.1.4.53;cAMP-specific 3',5'-cyclic phosphodiesterase 4B;DPDE4;DPDE4;PDE32;PDE4B;cAMP-specific 3',5'-cyclic phosphodiesterase 4C;3.1.4.53;cAMP-specific 3',5'-cyclic phosphodiesterase 4C;DPDE1;DPDE1;PDE21;PDE4C
CHEMBL2093864	Target	Adrenergic receptor alpha-2	Alpha-2C adrenergic receptor;Adra2c;Alpha-2 adrenergic receptor subtype C4;Alpha-2C adrenergic receptor;Alpha-2C adrenoceptor;Alpha-2C adrenoreceptor;Alpha-2CAR;Alpha-2B adrenergic receptor;Adra2b;Alpha-2B adrenergic receptor;Alpha-2B adrenoceptor;Alpha-2B adrenoreceptor;Alpha-2BAR;Alpha-2A adrenergic receptor;Adra2a;Alpha-2A adrenergic receptor;Alpha-2A adrenoceptor;Alpha-2A adrenoreceptor;Alpha-2AAR;Alpha-2D adrenergic receptor;CA2-47
CHEMBL2093865	Target	Histone deacetylase	Histone deacetylase 1;3.5.1.-;3.5.1.98;HD1;HDAC1;Histone deacetylase 1;Protein deacetylase HDAC1;Protein decrotonylase HDAC1;RPD3L1;Synonyms=RPD3L1;Histone deacetylase 3;3.5.1.-;3.5.1.98;HD3;HDAC3;Histone deacetylase 3;Protein deacetylase HDAC3;Protein deacylase HDAC3;RPD3-2;SMAP45;Histone deacetylase 6;3.5.1.-;3.5.1.98;HD6;HDAC6;Histone deacetylase 6;KIAA0901 ;Tubulin-lysine deacetylase HDAC6;Histone deacetylase 2;3.5.1.-;3.5.1.98;HD2;HDAC2;Histone deacetylase 2;Protein deacylase HDAC2;Histone deacetylase 5;3.5.1.98;Antigen NY-CO-9;HD5;HDAC5;Histone deacetylase 5;KIAA0600;Histone deacetylase 7;3.5.1.98;HD7;HD7a;HDAC7;HDAC7A;Histone deacetylase 7;Histone deacetylase 7A;Histone deacetylase 8;3.5.1.-;3.5.1.98;HD8;HDAC8;HDACL1 ;Histone deacetylase 8;Protein deacetylase HDAC8;Protein decrotonylase HDAC8;Histone deacetylase 11;3.5.1.98;HD11;HDAC11;Histone deacetylase 11;Histone deacetylase 4;3.5.1.98;HD4;HDAC4;Histone deacetylase 4;KIAA0288;Histone deacetylase 9;3.5.1.98;HD7;HD7b;HD9;HDAC7;HDAC7B;HDAC9;HDRP;Histone deacetylase 7B;Histone deacetylase 9;Histone deacetylase-related protein;KIAA0744;MEF2-interacting transcription repressor MITR;MITR;Polyamine deacetylase HDAC10;3.5.1.48;3.5.1.62;HD10;HDAC10;Histone deacetylase 10;Polyamine deacetylase HDAC10
CHEMBL2093866	Target	Estrogen receptor	Estrogen receptor beta;ER-beta;ESR2;ESTRB;Estrogen receptor beta;NR3A2;Nuclear receptor subfamily 3 group A member 2;Estrogen receptor;ER-alpha;ESR;ESR1;Estradiol receptor;Estrogen receptor;NR3A1;Nuclear receptor subfamily 3 group A member 1
CHEMBL2093867	Target	Protein kinase C (PKC)	Serine/threonine-protein kinase D3;2.7.11.13;EPK2;nPKC-nu;PRKCN;PRKD3;Protein kinase C nu type;Protein kinase EPK2;Serine/threonine-protein kinase D3;Protein kinase C iota type;2.7.11.13;aPKC-lambda/iota;Atypical protein kinase C-lambda/iota;DXS1179E;nPKC-iota;PRKCI;PRKC-lambda/iota;Protein kinase C iota type;Protein kinase C alpha type;2.7.11.13;PKCA;PKC-A;PKC-alpha;PRKACA;PRKCA;Protein kinase C alpha type;Protein kinase C gamma type;2.7.11.13;PKCG;PKC-gamma;PRKCG;Protein kinase C gamma type;Protein kinase C delta type;2.7.10.2;2.7.11.13;nPKC-delta;PRKCD;Protein kinase C delta type;Protein kinase C delta type catalytic subunit;Protein kinase C delta type regulatory subunit;SDK1;Sphingosine-dependent protein kinase-1;Synonyms=PKCD;Tyrosine-protein kinase PRKCD;Protein kinase C beta type;2.7.11.13;PKCB;PKC-B;PKC-beta;PRKCB;PRKCB1;Protein kinase C beta type;Protein kinase C zeta type;2.7.11.13;nPKC-zeta;PKC2;PRKCZ;Protein kinase C zeta type;Protein kinase C epsilon type;2.7.11.13;nPKC-epsilon;PKCE;PRKCE;Protein kinase C epsilon type;Protein kinase C eta type;2.7.11.13;nPKC-eta;PKCL;PKC-L;PRKCH;PRKCL;Protein kinase C eta type;Serine/threonine-protein kinase D1;2.7.11.13;nPKC-D1;nPKC-mu;PKD;PKD1;PRKCM;PRKD1;Protein kinase C mu type;Protein kinase D;Serine/threonine-protein kinase D1;Protein kinase C theta type;2.7.11.13;nPKC-theta;PRKCQ;PRKCT;Protein kinase C theta type
CHEMBL2093868	Target	Dopamine receptor	D(1B) dopamine receptor;D(1B) dopamine receptor;D(5) dopamine receptor;Dopamine D5 receptor;Drd5;D(3) dopamine receptor;D(3) dopamine receptor;Dopamine D3 receptor;Drd3;D(4) dopamine receptor;D(2C) dopamine receptor;D(4) dopamine receptor;Dopamine D4 receptor;Drd4;D(1A) dopamine receptor;D(1A) dopamine receptor;Dopamine D1 receptor;Drd1;Drd1a;D(2) dopamine receptor;D(2) dopamine receptor;Dopamine D2 receptor;Drd2
CHEMBL2093869	Target	Integrin alpha-IIb/beta-3	Integrin beta-3;CD_antigen=CD61;GP3A;GPIIIa;Integrin beta-3;ITGB3;Platelet membrane glycoprotein IIIa;Integrin alpha-IIb;CD_antigen=CD41;GP2B;GPalpha IIb;GPIIb;Integrin alpha-IIb;Integrin alpha-IIb heavy chain;Integrin alpha-IIb light chain, form 1;Integrin alpha-IIb light chain, form 2;ITGA2B;ITGAB;Platelet membrane glycoprotein IIb
CHEMBL2093870	Target	Serotonin 2 (5-HT2) receptor	5-hydroxytryptamine receptor 2B;5-HT2B;5-HT-2B;5-HT-2F;5-hydroxytryptamine receptor 2B;Htr2b;Serotonin receptor 2B;Srl;Stomach fundus serotonin receptor;5-hydroxytryptamine receptor 2C;5ht1c;5-HT1C;5-HT-1C;5-HT2C;5-HT-2C;5-HTR2C;5-hydroxytryptamine receptor 1C;5-hydroxytryptamine receptor 2C;Htr1c;Htr2c;Serotonin receptor 2C;5-hydroxytryptamine receptor 2A;5-HT-2;5-HT-2A;5-hydroxytryptamine receptor 2A;Htr2;Htr2a;Serotonin receptor 2A
CHEMBL2093871	Target	Glutamate receptor ionotropic, AMPA	Glutamate receptor 2;AMPA-selective glutamate receptor 2;GluA2;Glur2;GluR-2;GluR-B;GluR-K2;Glutamate receptor 2;Glutamate receptor ionotropic, AMPA 2;Gria2;Glutamate receptor 3;AMPA-selective glutamate receptor 3;GluA3;Glur3;GluR-3;GluR-C;GluR-K3;Glutamate receptor 3;Glutamate receptor ionotropic, AMPA 3;Gria3;Glutamate receptor 4;AMPA-selective glutamate receptor 4;GluA4;Glur4;GluR4;GluR-4;GluR-D;Glutamate receptor 4;Glutamate receptor ionotropic, AMPA 4;Gria4;Glutamate receptor 1;AMPA-selective glutamate receptor 1;GluA1;Glur1;GluR-1;GluR-A;GluR-K1;Glutamate receptor 1;Glutamate receptor ionotropic, AMPA 1;Gria1
CHEMBL2093872	Target	GABA-A receptor; anion channel	Gamma-aminobutyric acid receptor subunit alpha-1;GABA(A) receptor subunit alpha-1;GABRA1;Gamma-aminobutyric acid receptor subunit alpha-1;Gamma-aminobutyric acid receptor subunit beta-2;GABA(A) receptor subunit beta-2;GABRB2;Gamma-aminobutyric acid receptor subunit beta-2;Gamma-aminobutyric acid receptor subunit gamma-2;GABA(A) receptor subunit gamma-2;GABRG2;Gamma-aminobutyric acid receptor subunit gamma-2;Gamma-aminobutyric acid receptor subunit beta-3;GABA(A) receptor subunit beta-3;GABRB3;Gamma-aminobutyric acid receptor subunit beta-3;Gamma-aminobutyric acid receptor subunit alpha-4;GABA(A) receptor subunit alpha-4;GABRA4;Gamma-aminobutyric acid receptor subunit alpha-4;Gamma-aminobutyric acid receptor subunit gamma-3;GABA(A) receptor subunit gamma-3;GABRG3;Gamma-aminobutyric acid receptor subunit gamma-3;Gamma-aminobutyric acid receptor subunit theta;GABA(A) receptor subunit theta;GABRQ;Gamma-aminobutyric acid receptor subunit theta;Gamma-aminobutyric acid receptor subunit alpha-3;GABA(A) receptor subunit alpha-3;GABRA3;Gamma-aminobutyric acid receptor subunit alpha-3;Gamma-aminobutyric acid receptor subunit pi;GABA(A) receptor subunit pi;GABRP;Gamma-aminobutyric acid receptor subunit pi;Gamma-aminobutyric acid receptor subunit delta;GABA(A) receptor subunit delta;GABRD;Gamma-aminobutyric acid receptor subunit delta;Gamma-aminobutyric acid receptor subunit gamma-1;GABA(A) receptor subunit gamma-1;GABRG1;Gamma-aminobutyric acid receptor subunit gamma-1;Gamma-aminobutyric acid receptor subunit beta-1;GABA(A) receptor subunit beta-1;GABRB1;Gamma-aminobutyric acid receptor subunit beta-1;Gamma-aminobutyric acid receptor subunit epsilon;GABA(A) receptor subunit epsilon;GABRE;Gamma-aminobutyric acid receptor subunit epsilon;Gamma-aminobutyric acid receptor subunit alpha-2;GABA(A) receptor subunit alpha-2;GABRA2;Gamma-aminobutyric acid receptor subunit alpha-2;Gamma-aminobutyric acid receptor subunit alpha-5;GABA(A) receptor subunit alpha-5;GABRA5;Gamma-aminobutyric acid receptor subunit alpha-5;Gamma-aminobutyric acid receptor subunit alpha-6;GABA(A) receptor subunit alpha-6;GABRA6;Gamma-aminobutyric acid receptor subunit alpha-6
CHEMBL2094	Target	P2X purinoceptor 1	P2X purinoceptor 1;ATP receptor;P2RX1;P2X1;P2X1;P2X purinoceptor 1;Purinergic receptor
CHEMBL2094107	Target	GABA-A receptor; anion channel	Gamma-aminobutyric acid receptor subunit alpha-2;GABA(A) receptor subunit alpha-2;GABRA2;Gamma-aminobutyric acid receptor subunit alpha-2;Gamma-aminobutyric acid receptor subunit beta-1;GABA(A) receptor subunit beta-1;GABRB1;Gamma-aminobutyric acid receptor subunit beta-1;Gamma-aminobutyric acid receptor subunit alpha-4;GABA(A) receptor subunit alpha-4;GABRA4;Gamma-aminobutyric acid receptor subunit alpha-4;Gamma-aminobutyric acid receptor subunit alpha-1;GABA(A) receptor subunit alpha-1;GABRA1;Gamma-aminobutyric acid receptor subunit alpha-1;Gamma-aminobutyric acid receptor subunit alpha-3;GABA(A) receptor subunit alpha-3;GABRA3;Gamma-aminobutyric acid receptor subunit alpha-3;Gamma-aminobutyric acid receptor subunit gamma-2;GABA(A) receptor subunit gamma-2;GABRG2;Gamma-aminobutyric acid receptor subunit gamma-2
CHEMBL2094108	Target	Protein farnesyltransferase	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha;2.5.1.58;2.5.1.59;CAAX farnesyltransferase subunit alpha;FNTA;FTase-alpha;GGTase-I-alpha;Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha;Ras proteins prenyltransferase subunit alpha;Type I protein geranyl-geranyltransferase subunit alpha;Protein farnesyltransferase subunit beta;2.5.1.58;CAAX farnesyltransferase subunit beta;FNTB;FTase-beta;Protein farnesyltransferase subunit beta;Ras proteins prenyltransferase subunit beta
CHEMBL2094109	Target	Muscarinic acetylcholine receptor	Muscarinic acetylcholine receptor M3;CHRM3;Muscarinic acetylcholine receptor M3;Muscarinic acetylcholine receptor M4;CHRM4;Muscarinic acetylcholine receptor M4;Muscarinic acetylcholine receptor M1;CHRM1;Muscarinic acetylcholine receptor M1;Muscarinic acetylcholine receptor M2;CHRM2;Muscarinic acetylcholine receptor M2;Muscarinic acetylcholine receptor M5;CHRM5;Muscarinic acetylcholine receptor M5
