"chembl_id","pref_name","synonyms"
"CHEMBL1752","DYPHYLLINE","Diprophylline"
"CHEMBL1752","DYPHYLLINE","Dyphylline"
"CHEMBL1752","DYPHYLLINE","Glyphylline"
"CHEMBL175247","ORLISTAT","Lipstatin"
"CHEMBL175247","ORLISTAT","Orlipastat"
"CHEMBL175247","ORLISTAT","Orlistat"
"CHEMBL175247","ORLISTAT","RO 18-0647/002"
"CHEMBL175247","ORLISTAT","RO-180647002"
"CHEMBL175247","ORLISTAT","RO-180647-002"
"CHEMBL175247","ORLISTAT","Tetrahydrolipstatin"
"CHEMBL1753","CLINDAMYCIN","Chlorodeoxylincomycin"
"CHEMBL1753","CLINDAMYCIN","Chlorolincomycin"
"CHEMBL1753","CLINDAMYCIN","Clindamycin"
"CHEMBL1753","CLINDAMYCIN","U-21251"
"CHEMBL1753","CLINDAMYCIN","U-21,251"
"CHEMBL175304","KETOXYMORPHONE","Ketooxymorphone"
"CHEMBL175336","Alizarin Red S",NULL
"CHEMBL175392","1-trichloroplatinum-3-pyridiniumylmethanammonium",NULL
"CHEMBL1754","DOXAPRAM","Doxapram"
"CHEMBL175436","ANABAENOPEPTIN F","Anabaenopeptin F"
"CHEMBL1755","CONIVAPTAN","Conivaptan"
"CHEMBL175505","Cis-Platinum (II) Conjugate",NULL
"CHEMBL175535","Cis-Platinum (II) Conjugate",NULL
"CHEMBL175571","Hydrolytic Metal Complex",NULL
"CHEMBL1756","ESTRAMUSTINE PHOSPHATE","Estramustine 17-(dihydrogen phosphate)"
"CHEMBL1756","ESTRAMUSTINE PHOSPHATE","Estramustine phosphate"
"CHEMBL1756","ESTRAMUSTINE PHOSPHATE","NSC-89199"
"CHEMBL175601","Cobalt complex","Co-2F-Benz"
"CHEMBL175607","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL175616","BOSENTAN SODIUM",NULL
"CHEMBL175617","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL175625","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL175633","PRAMICONAZOLE","Pramiconazole"
"CHEMBL175633","PRAMICONAZOLE","R126638"
"CHEMBL175635","Co-Prop",NULL
"CHEMBL17564","METHANE","Methane"
"CHEMBL175670","Bis-[N-methyl-D-glucamine]-{(2-((2-naphthyl)methyl)-diethylenetriaminepentaacetato)(aquo)-gadolinium (III)}",NULL
"CHEMBL175691","RILPIVIRINE","R278474"
"CHEMBL175691","RILPIVIRINE","R 278474"
"CHEMBL175691","RILPIVIRINE","R-278474"
"CHEMBL175691","RILPIVIRINE","Rilpivirine"
"CHEMBL175691","RILPIVIRINE","TMC278"
"CHEMBL175691","RILPIVIRINE","TMC-278"
"CHEMBL1757","FOSFOMYCIN","Fosfomycin"
"CHEMBL1757","FOSFOMYCIN","Fosfomycin calcium"
"CHEMBL1757","FOSFOMYCIN","Fosfomycin sodium"
"CHEMBL1757","FOSFOMYCIN","J01XX01"
"CHEMBL1757","FOSFOMYCIN","Monurol"
"CHEMBL1757","FOSFOMYCIN","Zti-01"
"CHEMBL1757","FOSFOMYCIN","ZTI-01"
"CHEMBL175737","GLYCYLSARCOSINE","Glycylsarcosine"
"CHEMBL175737","GLYCYLSARCOSINE","Gly-Sar"
"CHEMBL175737","GLYCYLSARCOSINE","Gly-Sarcosin"
"CHEMBL175775","MENISPERINE",NULL
"CHEMBL175782","METHIMEPIP","Methimepip"
"CHEMBL175793","camphorato platinum complex derivative",NULL
"CHEMBL175797","PRAMICONAZOLE","Pramiconazole"
"CHEMBL175844","Cis-Platinum (II) Conjugate",NULL
"CHEMBL175905","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL17594","QUINIZARIN","1,4-Dihydroxyanthraquinone"
"CHEMBL17594","QUINIZARIN","1,4 Dihydroxy-Anthraquinone"
"CHEMBL17594","QUINIZARIN","1,4-Dihydroxy-Anthraquinone"
"CHEMBL17594","QUINIZARIN","Quinizarin"
"CHEMBL175975","BIS(12)-HUPERZINE B",NULL
"CHEMBL176","BEKANAMYCIN","Aminodeoxykanamycin"
"CHEMBL176","BEKANAMYCIN","Bekanamycin"
"CHEMBL176","BEKANAMYCIN","Bekanamycin sulfate"
"CHEMBL176","BEKANAMYCIN","Kanamycin b"
"CHEMBL176","BEKANAMYCIN","Kantrex"
"CHEMBL176","BEKANAMYCIN","Klebcil"
"CHEMBL176","BEKANAMYCIN","NK 1006"
"CHEMBL176","BEKANAMYCIN","NK-1006"
"CHEMBL1760","TERBUTALINE","Brethaire"
"CHEMBL1760","TERBUTALINE","Brethine"
"CHEMBL1760","TERBUTALINE","Bricanyl"
"CHEMBL1760","TERBUTALINE","Terbutaline"
"CHEMBL176003","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL176006","NAGILACTONE",NULL
"CHEMBL176008","NITIDINE",NULL
"CHEMBL176036","Co-ASSAM",NULL
"CHEMBL1760433","[11C]-SORAFENIB","[11C]-Sorafenib"
"CHEMBL176045","FANCHININ","NSC-77037"
"CHEMBL176049","RHODAMINE123","Rhodamine 123"
"CHEMBL1760546","N-CINNAMOYL SEROTONIN","N-Cinnamoyl Serotonin"
"CHEMBL1760547","N-P-COUMAROYL SEROTONIN","N-P-Coumaroyl Serotonin"
"CHEMBL1760548","N-P-METHOXY CINNAMOYL SEROTONIN","N-P-Methoxy Cinnamoyl Serotonin"
"CHEMBL1760549","N-ISOFERULOYL SEROTONIN","N-Isoferuloyl Serotonin"
"CHEMBL1760550","N-3,4-DIMETHOXY CINNAMOYL SEROTONIN","N-3,4-Dimethoxy Cinnamoyl Serotonin"
"CHEMBL1760551","N-SINAPOYL SEROTONIN","N-Sinapoyl Serotonin"
"CHEMBL1760552","BUFOBUTANOIC ACID","Bufobutanoic Acid"
"CHEMBL1760588","BERBIKONOL","Berbikonol"
"CHEMBL1760589","FICUSESQUILIGNAN A","Ficusesquilignan A"
"CHEMBL1760593","(-)-ISOLARICIRESINOL","Ent-Isolariciresinol"
"CHEMBL1760595","BERFUSSINOL","Berfussinol"
"CHEMBL176086","Trisodium-{(2-(R)-[(4,4-diphenylcyclohexyl)phosphonooxymethyl]diethylenetriaminepentaacetato)(aquo)-gadolinium (III)}",NULL
"CHEMBL1761","PROCYCLIDINE HYDROCHLORIDE","Procyclidine HCl"
"CHEMBL1761","PROCYCLIDINE HYDROCHLORIDE","Procyclidine hydrochloride"
"CHEMBL1761193","MILTIPOLONE","Miltipolone"
"CHEMBL176132","BIS(18)-HUPERZINE B",NULL
"CHEMBL1761322","MK-0736","Mk0736"
"CHEMBL1761322","MK-0736","Mk-0736"
"CHEMBL1761322","MK-0736","MK0736"
"CHEMBL1761712","DEHYDROCONIFERYL ALCOHOL","(-)-Dehydrodiconiferyl Alcohol"
"CHEMBL1761717","HEDYOTOL C","Hedyotol C"
"CHEMBL1761832","HEDYOTISOL B","Hedyotisol B"
"CHEMBL1761832","HEDYOTISOL B","Hedyotisol C"
"CHEMBL1761956","COREAJAPONINS A","coreajaponins A"
"CHEMBL1761957","COREAJAPONINS B","coreajaponins B"
"CHEMBL1761959","STILBOSTEMINN","stilbostemin N"
"CHEMBL1762","TOCAINIDE","Tocainide"
"CHEMBL1762","TOCAINIDE","W-36095"
"CHEMBL1762004","SOYASAPONIN A1","Soyasaponin A1"
"CHEMBL1762005","SOYASAPONIN A2","Soyasaponin A2"
"CHEMBL1762006","SOYASAPOGENOL A","Soyasapogenol A"
"CHEMBL1762007","SOYASAPOGENOL B","Soyasapogenol B"
"CHEMBL1762125","LOBOCOMPACTOL A","Lobocompactol A"
"CHEMBL1762126","LOBOCOMPACTOL B","Lobocompactol B"
"CHEMBL176246","Co-3-Acetbenz","Co-3-Acetbenz"
"CHEMBL176257","Cyclopentadienyl tricarbonyl rhenium analogue",NULL
"CHEMBL1762621","BARDOXOLONE METHYL","Bardoxolone methyl"
"CHEMBL1762621","BARDOXOLONE METHYL","Bardoxolone methyl ester"
"CHEMBL1762621","BARDOXOLONE METHYL","CDDO-Me"
"CHEMBL1762621","BARDOXOLONE METHYL","CDDO-METHYL ESTER"
"CHEMBL1762621","BARDOXOLONE METHYL","NSC 713200"
"CHEMBL1762621","BARDOXOLONE METHYL","NSC-713200"
"CHEMBL1762621","BARDOXOLONE METHYL","Rta-402"
"CHEMBL1762621","BARDOXOLONE METHYL","RTA 402"
"CHEMBL1762621","BARDOXOLONE METHYL","RTA-402"
"CHEMBL1762641","SODIUM ISOBUTYRATE","Sodium Isobutyrate"
"CHEMBL1762642","SODIUM ISOVALERATE","Sodium Isovalerate"
"CHEMBL1762658","AMINOBENZOATE SODIUM","Aminobenzoate sodium"
"CHEMBL1762658","AMINOBENZOATE SODIUM","Sodium aminobenzoate"
"CHEMBL1762668","METHYL 4-METHOXYBENZOATE","Methyl 4-Methoxybenzoate"
"CHEMBL1762764","ARMILLARIDIN","Armillaridin"
"CHEMBL1762769","ARMELLIDE B","Armellide B"
"CHEMBL1762770","DEHYDROARMILLYLORSELLINATE","Dehydroarmillylorsellinate"
"CHEMBL1762773","ARMILLARIN","Armillarin"
"CHEMBL1763","HYDROFLUMETHIAZIDE","Hydroflumethiazide"
"CHEMBL1764","LEVOMEPROMAZINE","CL 36467"
"CHEMBL1764","LEVOMEPROMAZINE","CL-36467"
"CHEMBL1764","LEVOMEPROMAZINE","CL 39743"
"CHEMBL1764","LEVOMEPROMAZINE","CL-39743"
"CHEMBL1764","LEVOMEPROMAZINE","Levomepromazine"
"CHEMBL1764","LEVOMEPROMAZINE","Methotrimeprazine"
"CHEMBL1764","LEVOMEPROMAZINE","N05AA02"
"CHEMBL1764","LEVOMEPROMAZINE","NSC-226516"
"CHEMBL1764","LEVOMEPROMAZINE","RP 7044"
"CHEMBL1764","LEVOMEPROMAZINE","RP-7044"
"CHEMBL1764","LEVOMEPROMAZINE","SK&F 5116"
"CHEMBL1764","LEVOMEPROMAZINE","SK&F-5116"
"CHEMBL1764","LEVOMEPROMAZINE","XP03"
"CHEMBL1764","LEVOMEPROMAZINE","XP-03"
"CHEMBL17645","CGP-71683A","CGP-71683A"
"CHEMBL176493","Thiol derivative of Molybdocene",NULL
"CHEMBL1765095","BUNODOSINE 391","Bunodosine 391"
"CHEMBL1765189","XIMAOLIDE F","Ximaolide F"
"CHEMBL1765190","LAEVIGATOL A","Laevigatol A"
"CHEMBL1765191","LAEVIGATOL B","Laevigatol B"
"CHEMBL1765192","LAEVIGATOL C","Laevigatol C"
"CHEMBL1765193","LAEVIGATOL D","Laevigatol D"
"CHEMBL176520","1-chloroplatinumsulphate-3-pyridiniumammonium",NULL
"CHEMBL1765291","ZALTOPROFEN","Zaltoprofen"
"CHEMBL1765292","INDOBUFEN","Indobufen"
"CHEMBL1765292","INDOBUFEN","K-2930"
"CHEMBL1765292","INDOBUFEN","K-3920"
"CHEMBL1765293","ALMINOPROFEN","Alminoprofen"
"CHEMBL1765294","FLUPAROXAN","Fluparoxan"
"CHEMBL1765353","DYSIDIOLIDE","Dysidiolide"
"CHEMBL1765390","(E)-BUTYLIDENEPHTHALIDE","(Z)-3-Butylidenephthalide"
"CHEMBL1765392","TRIGONOSIN A","Trigonosin A"
"CHEMBL1765393","TRIGONOSIN B","Trigonosin B"
"CHEMBL1765394","TRIGONOSIN C","Trigonosin C"
"CHEMBL1765395","TRIGONOSIN D","Trigonosin D"
"CHEMBL1765396","TRIGONOSIN F","Trigonosin F"
"CHEMBL1765397","JASPLAKINOLIDE D","Jasplakinolide D"
"CHEMBL1765398","JASPLAKINOLIDE M","Jasplakinolide M"
"CHEMBL1765399","JASPLAKINOLIDE Q","Jasplakinolide Q"
"CHEMBL1765400","JASPLAKINOLIDE R1","Jasplakinolide R1"
"CHEMBL1765401","JASPLAKINOLIDE Z1","(+)-Jasplakinolide Z1"
"CHEMBL1765401","JASPLAKINOLIDE Z1","Jasplakinolide Z1"
"CHEMBL1765408","DIVERSONOL","Diversonol"
"CHEMBL1765409","MICRODIPLODIASOL","Microdiplodiasol"
"CHEMBL1765410","MICRODIPLODIASONE","Microdiplodiasone"
"CHEMBL1765411","MICRODIPLODIASOLOL","Microdiplodiasolol"
"CHEMBL1765414","PHOMALEVONE A","Phomalevone A"
"CHEMBL1765415","PHOMALEVONE B","Phomalevone B"
"CHEMBL1765416","PHOMALEVONE C","Phomalevone C"
"CHEMBL1765420","DIMETHYL PORICOATE A","Dimethyl poricoate A"
"CHEMBL1765421","PORICOTRIOL A","poricotriol A"
"CHEMBL1765422","DIMETHYL PORICOATE C","dimethyl poricoate C"
"CHEMBL1765423","PORICOTRIOL C","poricotriol C"
"CHEMBL1765424","DIMETHYL PORICOATE G","dimethyl poricoate G"
"CHEMBL1765425","PORICOTRIOL G","poricotriol G"
"CHEMBL1765426","DIMETHYL PORICOATE H","dimethyl poricoate H"
"CHEMBL1765508","SPERGUALIN","Spergualin"
"CHEMBL176553","GW631581B","GW631581B"
"CHEMBL1765574","NAGILACTONE F","Nagilactone F"
"CHEMBL1765575","INUMAKILACTONE","Inumakilactone"
"CHEMBL1765596","PITHEDULOSIDE C","Pitheduloside C"
"CHEMBL1765650","ROSMARINIC ACID METHYL ESTER","Rosmarinic Acid Methyl Ester"
"CHEMBL176570","PSOROMIC ACID","NSC-92186"
"CHEMBL1765722","MARILZALLENE","Marilzallene"
"CHEMBL1765726","OBTUSALLENE IV","Obtusallene IV"
"CHEMBL1765797","MERBARONE","Merbarone"
"CHEMBL1765880","CHIMARRHININ","Chimarrhinin"
"CHEMBL1765916","TRACHEAL CYTOTOXIN","Tracheal Cytotoxin"
"CHEMBL1766","DESOXIMETASONE","A-41304"
"CHEMBL1766","DESOXIMETASONE","A-41-304"
"CHEMBL1766","DESOXIMETASONE","Desoximetasone"
"CHEMBL1766","DESOXIMETASONE","HOE 304"
"CHEMBL1766","DESOXIMETASONE","HOE-304"
"CHEMBL1766","DESOXIMETASONE","J83.644C"
"CHEMBL1766","DESOXIMETASONE","R 2113"
"CHEMBL1766","DESOXIMETASONE","R-2113"
"CHEMBL1766567","DANSYL ETHYLENEDIAMINE","Dansyl Ethylenediamine"
"CHEMBL1766570","AMTOLMETIN GUACIL","Amtolmetin guacil"
"CHEMBL1766582","R-1487","R-1487"
"CHEMBL176663","4-trichloroplatinum-4-azoniabicyclo[2.2.2]oct-2-ammonium",NULL
"CHEMBL176687","ACESULFAME","Acesulfame"
"CHEMBL17669","ENGLITAZONE","Englitazone"
"CHEMBL1767164","GSK-1004723","Gsk1004723"
"CHEMBL1767164","GSK-1004723","Gsk-1004723"
"CHEMBL1767164","GSK-1004723","GSK1004723"
"CHEMBL1767407","DENUFOSOL TETRASODIUM","Denufosol tetrasodium"
"CHEMBL1767407","DENUFOSOL TETRASODIUM","Denufosol tetrasodium salt"
"CHEMBL1767407","DENUFOSOL TETRASODIUM","INS37217"
"CHEMBL1767407","DENUFOSOL TETRASODIUM","INS-37217"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","DE-089"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","Diquafosol sodium"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","Diquafosol tetrasodium"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","Diquafosol tetrasodium salt"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","INS365"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","INS 365"
"CHEMBL1767408","DIQUAFOSOL TETRASODIUM","KPY-998"
"CHEMBL176766","Cis-Platinum (II) Conjugate",NULL
"CHEMBL1768","BETHANECHOL CHLORIDE","Bethanechol chloride"
"CHEMBL1768","BETHANECHOL CHLORIDE","Bethanechol Chloride"
"CHEMBL1768","BETHANECHOL CHLORIDE","Carbamylmethylcholine chloride"
"CHEMBL1768","BETHANECHOL CHLORIDE","NSC-30783"
"CHEMBL176857","GW442130X","GW442130X"
"CHEMBL1769","PROPOXYCAINE HYDROCHLORIDE","Propoxycaine HCl"
"CHEMBL1769","PROPOXYCAINE HYDROCHLORIDE","Propoxycaine hydrochloride"
"CHEMBL177","AMIKACIN","Amikacin"
"CHEMBL177","AMIKACIN","Amikin"
"CHEMBL177","AMIKACIN","BAY 41-6551"
"CHEMBL177","AMIKACIN","NSC-177001"
"CHEMBL1770","LEVAMISOLE HYDROCHLORIDE","Levamisole hydrochloride"
"CHEMBL1770","LEVAMISOLE HYDROCHLORIDE","NSC-177023"
"CHEMBL1770","LEVAMISOLE HYDROCHLORIDE","R 12,564"
"CHEMBL1770","LEVAMISOLE HYDROCHLORIDE","R-12564"
"CHEMBL1770","LEVAMISOLE HYDROCHLORIDE","R 12654"
"CHEMBL177002","camphorato platinum complex",NULL
"CHEMBL1770195","FENPICLONIL","Fenpiclonil"
"CHEMBL1770248","ERTUGLIFLOZIN","Ertugliflozin"
"CHEMBL1770248","ERTUGLIFLOZIN","PF04971729"
"CHEMBL1770248","ERTUGLIFLOZIN","PF-04971729"
"CHEMBL1770248","ERTUGLIFLOZIN","PF-04971729-00"
"CHEMBL1770312","KUWANON A","Kuwanon A"
"CHEMBL1770313","CYCLOMORUSIN","Cyclomorusin"
"CHEMBL1770314","NEOCYCLOMORUSIN","Neocyclomorusin"
"CHEMBL1770315","MORMIN","Mormin"
"CHEMBL177056","1-(trichloro-dihydroxy)platinum-3-pyridiniumammonium",NULL
"CHEMBL1770668","ANICEQUOL","Anicequol"
"CHEMBL1770692","DISTYLOSIDE A","distyloside A"
"CHEMBL1770693","DISTYLOSIDE B","distyloside B"
"CHEMBL1770916","NIROGACESTAT","Nirogacestat"
"CHEMBL1770916","NIROGACESTAT","PF 03084014"
"CHEMBL1770916","NIROGACESTAT","PF-03084014"
"CHEMBL1770916","NIROGACESTAT","PF 3084014"
"CHEMBL1770916","NIROGACESTAT","PF-3084014"
"CHEMBL1771","CLOPIDOGREL","Clopidogrel"
"CHEMBL1771","CLOPIDOGREL","R 130964"
"CHEMBL1771","CLOPIDOGREL","R-130964"
"CHEMBL1771","CLOPIDOGREL","SR 25990"
"CHEMBL1771","CLOPIDOGREL","SR-25990"
"CHEMBL177114","MALONIC ACID DIETHYL ESTER","Malonic Acid Diethyl Ester"
"CHEMBL1771637","ETHYL FUMARATE","Ethyl Fumarate"
"CHEMBL1771638","PROPYL FUMARATE","Propyl Fumarate"
"CHEMBL1771639","ISOPROPYL FUMARATE","Isopropyl Fumarate"
"CHEMBL1771640","BUTYL FUMARATE","Butyl Fumarate"
"CHEMBL1771641","PENTYL FUMARATE","Pentyl Fumarate"
"CHEMBL1771642","HEXYL FUMARATE","Hexyl Fumarate"
"CHEMBL1771643","CYCLOHEXYL FUMARATE","Cyclohexyl Fumarate"
"CHEMBL1771736","PHENYL FUMARATE","Phenyl Fumarate"
"CHEMBL1771737","BENZYL FUMARATE","Benzyl Fumarate"
"CHEMBL1771739","PHENYLETHYL FUMARATE","Phenylethyl Fumarate"
"CHEMBL1771740","PHENYLPROPYL FUMARATE","Phenylpropyl Fumarate"
"CHEMBL1771752","3-CHLORO-CINNAMIC ACID",NULL
"CHEMBL1771753","3-NITRO-CINNAMIC ACID",NULL
"CHEMBL177281","AMICARBALIDE","Amicarbalide"
"CHEMBL177281","AMICARBALIDE","M&B 5062 A"
"CHEMBL1773","CAPECITABINE","Capecitabine"
"CHEMBL1773","CAPECITABINE","RO 09-1978/000"
"CHEMBL1773","CAPECITABINE","RO-091978000"
"CHEMBL1773","CAPECITABINE","RO-09-1978000"
"CHEMBL1773","CAPECITABINE","Xeloda"
"CHEMBL1773116","PLATENSIMYCIN METHYL ESTER","Platensimycin Methyl Ester"
"CHEMBL1773117","PLATENSIMYCIN B1","Platensimycin B1"
"CHEMBL1773118","PLATENSIMYCIN A1 METHYL ESTER","Platensimycin A1 Methyl Ester"
"CHEMBL1773119","PLATENSIMYCIN B2","Platensimycin B2"
"CHEMBL1773120","PLATENSIMYCIN B3","Platensimycin B3"
"CHEMBL1773121","PLATENSIMIDE A","Platensimide A"
"CHEMBL1773122","HOMOPLATENSIMIDE A","Homoplatensimide A"
"CHEMBL1773123","HOMOPLATENSIMIDE A METHYL ESTER","Homoplatensimide A Methyl Ester"
"CHEMBL1773124","PLATENCIN A1","Platencin A1"
"CHEMBL1773125","PLATENCIN A1 METHYL ESTER","Platencin A1 Methyl Ester"
"CHEMBL1773127","PLATENCIN A2 METHYL ESTER","Platencin A2 Methyl Ester"
"CHEMBL1773129","PLATENCIN A3 METHYL ESTER","Platencin A3 Methyl Ester"
"CHEMBL1773130","PLATENSIN A4","Platensin A4"
"CHEMBL1773131","PLATENSIC ACID","Platensic Acid"
"CHEMBL1773132","PLATENSIC ACID METHYL ESTER","Platensic Acid Methyl Ester"
"CHEMBL1773135","PLATENSIMYCIN A2 METHYL ESTER","Platensimycin A2 Methyl Ester"
"CHEMBL1773136","PLATENSIMYCIN A2","Platensimycin A2"
"CHEMBL1773137","PLATENSIMYCIN A3 METHYL ESTER","Platensimycin A3 Methyl Ester"
"CHEMBL1773139","PLATENSIMYCIN A4 METHYL ESTER","Platensimycin A4 Methyl Ester"
"CHEMBL1773140","PLATENSIMYCIN A4","Platensimycin A4"
"CHEMBL1773141","PLATENSIMYCIN A5 METHYL ESTER","Platensimycin A5 Methyl Ester"
"CHEMBL1773142","PLATENSIMYCIN A5","Platensimycin A5"
"CHEMBL1773143","PLATENSIMYCIN A6 METHYL ESTER","Platensimycin A6 Methyl Ester"
"CHEMBL1773144","PLATENSIMYCIN A6","Platensimycin A6"
"CHEMBL1773145","PLATENCIN A11 METHYL ESTER","Platencin A11 Methyl Ester"
"CHEMBL1773146","PLATENCIN A11","Platencin A11"
"CHEMBL1773147","PLATENCINIC ACID GLYCEROL ESTER","Platencinic acid glycerol ester"
"CHEMBL1773151","BATHYMODIOLAMIDE A","Bathymodiolamide A"
"CHEMBL1773152","BATHYMODIOLAMIDE B","Bathymodiolamide B"
"CHEMBL1773153","LUPINACIDIN C","lupinacidin C"
"CHEMBL1773373","MAKLAMICIN","Maklamicin"
"CHEMBL1773493","LIPOAMIDE A","Lipoamide A"
"CHEMBL1773494","LIPOAMIDE B","Lipoamide B"
"CHEMBL1773495","LIPOAMIDE C","Lipoamide C"
"CHEMBL1773496","PEDUNCULOSUMOSIDE A","Pedunculosumoside A"
"CHEMBL1773497","PEDUNCULOSUMOSIDE C","Pedunculosumoside C"
"CHEMBL1773498","PEDUNCULOSUMOSIDE E","Pedunculosumoside E"
"CHEMBL1773607","PEDUNCULOSUMOSIDE F","Pedunculosumoside F"
"CHEMBL1773608","OPHIOGLONOL","Ophioglonol"
"CHEMBL1773611","NIGRASIN A","nigrasin A"
"CHEMBL1773612","NIGRASIN B","nigrasin B"
"CHEMBL1773613","NIGRASIN C","nigrasin C"
"CHEMBL1773614","NIGRASIN D","nigrasin D"
"CHEMBL1773615","NIGRASIN E","nigrasin E"
"CHEMBL1773616","NIGRASIN F","nigrasin F"
"CHEMBL1773617","NIGRASIN G","nigrasin G"
"CHEMBL1773618","NIGRASIN H","nigrasin H"
"CHEMBL1773619","NIGRASIN I","nigrasin I"
"CHEMBL1773620","SANGGENOL H","Sanggenol H"
"CHEMBL177367","SILVER NITRATE","NSC-135800"
"CHEMBL177367","SILVER NITRATE","Silver nitrate"
"CHEMBL177367","SILVER NITRATE","Silver Nitrate"
"CHEMBL177367","SILVER NITRATE","Silver nitrate, toughened"
"CHEMBL177367","SILVER NITRATE","Toughened silver nitrate"
"CHEMBL1773672","PIERREIONE A","Pierreione A"
"CHEMBL1773673","PIERREIONE B","Pierreione B"
"CHEMBL1773674","PIERREIONE C","Pierreione C"
"CHEMBL1773675","PIERREIONE D","Pierreione D"
"CHEMBL1773677","MARINOQUINOLINE A","Marinoquinoline A"
"CHEMBL1773678","MARINOQUINOLINE B","Marinoquinoline B"
"CHEMBL1773679","MARINOQUINOLINE C","Marinoquinoline C"
"CHEMBL1773680","MARINOQUINOLINE D","Marinoquinoline D"
"CHEMBL1773681","MARINOQUINOLINE E","Marinoquinoline E"
"CHEMBL1773682","MARINOQUINOLINE F","Marinoquinoline F"
"CHEMBL1773683","EZUTROMID","BMN 195"
"CHEMBL1773683","EZUTROMID","BMN-195"
"CHEMBL1773683","EZUTROMID","Ezutromid"
"CHEMBL1773683","EZUTROMID","Smt c1100"
"CHEMBL1773683","EZUTROMID","SMT-C1100"
"CHEMBL1773683","EZUTROMID","SMTC-1100"
"CHEMBL1773737","PESCAPREIN XXI","Pescaprein XXI"
"CHEMBL1773738","PESCAPREIN XXI","Pescaprein XXII"
"CHEMBL1773739","PESCAPREIN XXIII","Pescaprein XXIII"
"CHEMBL1773740","PESCAPREIN XXIV","Pescaprein XXIV"
"CHEMBL1773741","PESCAPREIN XXV","Pescaprein XXV"
"CHEMBL1773742","PESCAPREIN XXVI","Pescaprein XXVI"
"CHEMBL1773743","PESCAPREIN XXVII","Pescaprein XXVII"
"CHEMBL1773744","PESCAPREIN XXVIII","Pescaprein XXVIII"
"CHEMBL1773745","PESCAPREIN XXIX","Pescaprein XXIX"
"CHEMBL1773746","PESCAPREIN XXX","Pescaprein XXX"
"CHEMBL1773755","PHOMOARCHERIN B","Phomoarcherin B"
"CHEMBL1773756","PHOMOARCHERIN A","Phomoarcherin A"
"CHEMBL1773757","PHOMOARCHERIN C","Phomoarcherin C"
"CHEMBL17738","MICROCYSTIN-LA","Microcystin-LA"
"CHEMBL1773900","MALYNGAMIDE 3","Malyngamide 3"
"CHEMBL1773901","COCOSAMIDE A","Cocosamide A"
"CHEMBL1773902","COCOSAMIDE B","Cocosamide B"
"CHEMBL1773903","FUCOXANTHIN","CHEBI:5186"
"CHEMBL1773903","FUCOXANTHIN","Fucoxanthin"
"CHEMBL1773904","GALACTITOL","Galactitol"
"CHEMBL1773905","COMOSUSOL A","Comosusol A"
"CHEMBL1773906","COMOSUSOL B","Comosusol B"
"CHEMBL1773907","COMOSUSOL C","Comosusol C"
"CHEMBL1773908","COMOSUSOL D","Comosusol D"
"CHEMBL1773909","COMOSONE A","Comosone A"
"CHEMBL1773910","DIDEMNIDINE A","Didemnidine A"
"CHEMBL1773911","DIDEMNIDINE B","Didemnidine B"
"CHEMBL1773912","DIDEMNIMIDE A TRIFLUOROACETATE SALT","Didemnimide A Trifluoroacetate Salt"
"CHEMBL1773915","DIDEMNIMIDE B TRIFLUOROACETATE SALT","Didemnimide B Trifluoroacetate Salt"
"CHEMBL1773916","DIDEMNIMIDE C TRIFLUOROACETATE SALT","Didemnimide C Trifluoroacetate Salt"
"CHEMBL1773917","DIDEMNIMIDE D TRIFLUOROACETATE SALT","Didemnimide D Trifluoroacetate Salt"
"CHEMBL1773930","LEHUALIDE F","Lehualide F"
"CHEMBL1773931","LEHUALIDE G","Lehualide G"
"CHEMBL1773932","LEHUALIDE H","Lehualide H"
"CHEMBL1773933","LEHUALIDE I","Lehualide I"
"CHEMBL1773943","4-IMIDAZOLECARBOXYLIC ACID","4-imidazolecarboxylic acid"
"CHEMBL1773979","PANAJAPONOL A","Panajaponol A"
"CHEMBL1773981","TAIBAIENOSIDE I","taibaienoside I"
"CHEMBL1773987","GINSENOSIDE RF","Ginsenoside Rf"
"CHEMBL1774080","PF-00217830","J2.975.999E"
"CHEMBL1774080","PF-00217830","Pf-00217830"
"CHEMBL1774080","PF-00217830","PF-00217830"
"CHEMBL1774080","PF-00217830","PF-217830"
"CHEMBL1774168","ASTRAGALIN HEPTAACETATE","Astragalin Heptaacetate"
"CHEMBL1774170","PAEONOSIDE DECAACETATE","Paeonoside Decaacetate"
"CHEMBL1774171","PETIOLAROSIDE","Petiolaroside"
"CHEMBL1774173","PETIOLAROSIDE DECAACETATE","Petiolaroside Decaacetate"
"CHEMBL1774185","SINOCALYCANCHINENSIN A","Sinocalycanchinensin A"
