id	type	heading	synonyms
CHEMBL137035	Drug	Cyclohexanone oxime	
CHEMBL13704	Drug	(1,3-diaminepropane) ([2,2']bipyridinyl)platinum (ii) dichloride pentahydrate	
CHEMBL1370446	Drug	Metizoline	Metizolina;Metizoline;Metizoline;Metizoline
CHEMBL13705	Drug	Dideazaacyclotetrahydrofolic acid	
CHEMBL1370561	Drug	Aminophylline	Aminofilina;Aminophylline;Aminophylline;Aminophylline;Aminophylline;Aminophylline;Aminophylline;Aminophyllinum;Cardophyllin;Linampheta;NSC-7919;Syntophyllin;Theophylline-ethylenediamine
CHEMBL1370602	Drug	Neocinchophen	Neocinchophen;Neocinchophene;Neocincofeno;NSC-34910
CHEMBL1370646	Drug	Chlorpyrifos-methyl	
CHEMBL1370850	Drug	Cyclopentane	
CHEMBL1371	Drug	Chlorzoxazone	Chlorzoxazone;Chlorzoxazone;Chlorzoxazone;Chlorzoxazone;Chlorzoxazone;Chlorzoxazone;Clorzoxazona;NSC-26189
CHEMBL1371125	Drug	Benzo[e]pyrene	
CHEMBL1371129	Drug	Perflunafene	Acri-deca;Fluosol da perfluorodecalin;Fluosol da perfluorodecalin;NSC-97066;Perflunafene;Perflunafeno;Perfluorodecalin
CHEMBL1371200	Drug	Canrenoate potassium	Canrenoate de potassium;Canrenoate potassium;Canrenoate potassium;Canrenoato de potasio;Canrenone free acid potassium salt;Kanrenol;NSC-757789;Potassium canrenoate;Potassium canrenoate;Potassium canrenoate;Potassium canrenoate;Potassium canrenoate;SC-14266
CHEMBL1371297	Drug	Phthalic anhydride	
CHEMBL1371350	Drug	S-ethyl dipropylcarbamothioate	
CHEMBL1371409	Drug	E110	
CHEMBL1371412	Drug	Tioxidazole	SCH 21480;SCH-21480;Tioxidazol;Tioxidazole;Tioxidazole
CHEMBL1371413	Drug	2,3-dihydroxy-4-methoxy-4'-ethoxybenzophenone	
CHEMBL1371435	Drug	Isoeugenitol	
CHEMBL1371756	Drug	Graveoline	
CHEMBL1371770	Drug	Piribedil	ET-495;EU-4200;Piribedil;Piribedil;Piribedil;Piribedil
CHEMBL1371937	Drug	Panthenol	NSC-759899;Pantenol;Panthenol;Panthenol;Panthenol;Panthenol;Panthenol;Panthenol;Panthenol, racemic
CHEMBL1372	Drug	Oxiglutatione	Glutathione disulfide;Glutathione disulfide;Oxiglutationa;Oxiglutatione;Oxiglutatione;Oxiglutatione;Oxiglutatione
CHEMBL1372341	Drug	Pirenoxine	Catalin-k;Pirenoxina;Pirenoxine
CHEMBL1372368	Drug	Mundulone acetate	
CHEMBL1372671	Drug	2-methylene-5-(2,5-dioxotetrahydrofuran-3-yl)-6-oxo--10,10-dimethylbicyclo[7: 2: 0]undecane	
CHEMBL1372791	Drug	Eucatropine hydrochloride	Eucatropine dl-form hydrochloride;Eucatropine hydrochloride;Eucatropine hydrochloride;Euphthalmine hydrochloride;NSC-757023
CHEMBL1372950	Drug	Nicergoline	Cergodum;Circo-maren;Dilasenil;Duracebrol;Ergobel;Ergotop;FI-6714;Memoq;Nicergolent;Nicergolina;Nicergoline;Nicergoline;Nicergoline;Nicergoline;Nicergoline;Nicergoline;Nicergoline;Nicergoline;Nilogrin;NSC-150531;Vasospan
CHEMBL1373	Drug	Modafinil	CEP 1538;CEP-1538;CRC-40476;CRL 40476;CRL-40476;DEP-1538;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil;Modafinil civ;MODAFINIL COMPONENT OF THN-102;MODAFINIL COMPONENT OF THN102;Modafinilo;Modaphonil;Modiodal;NSC-751178;NSC-759110
CHEMBL1373254	Drug	Cyclopenthiazide	Ciclopentiazida;Cyclopenthiazide;Cyclopenthiazide;Cyclopenthiazide;Cyclopenthiazide;Cyclopenthiazide;Cyclopenthiazide;NSC-107679;SU-8341
CHEMBL1373466	Drug	Betonicine	
CHEMBL1373467	Drug	Diphencyprone	Diphencyprone;Diphenylcyclopenone;Diphenylcyclopropenone;NSC-57541
CHEMBL137354	Drug	Acetic acid hexadecyl ester	
CHEMBL1374	Drug	2-{3-[hydroxy(phenyl)methyl]phenyl}propanoic acid	
CHEMBL1374101	Drug	Potassium dichromate	NSC-77372;Potassium dichromate;Potassium dichromate(vi)
CHEMBL1374151	Drug	2,6-dihydroxy-4-methoxytoluene	
CHEMBL1374360	Drug	Mercuric chloride	Bichloride of mercury;Hg ii chloride;Mercuric chloride;Mercurius corrosivus;Mercury chloride (hgcl2);NSC-353255
CHEMBL1374379	Drug	Benzonatate	Benzonatate;Benzonatate;Benzonatate;Benzonatate;Benzonatate;Benzonatato;NSC-760128
CHEMBL13744	Drug	Dichlorodiphenylplatinum trihydrate	
CHEMBL1374401	Drug	Dimethachlor	
CHEMBL1374420	Drug	Terephthalic acid	
CHEMBL1374504	Drug	Dalbergione, 4-methoxy-4'-hydroxy-	
CHEMBL1374535	Drug	3,5-diphenylisoxazole	
CHEMBL1374751	Drug	Cimaterol	AB-A 66;AB-A-66;AB-A 663;ABA-663;AC 263,780;AC-263780;Cimaterol;Cimaterol
CHEMBL1374805	Drug	Beta-caryophyllene alcohol	
CHEMBL1374986	Drug	Bissalicyl fumarate	
CHEMBL1375	Drug	5-chlorosalicylic acid	
CHEMBL1375444	Drug	Azepane	
CHEMBL1375743	Drug	Ziprasidone hydrochloride	CP-88,059-1;CP-88059-1;CP-880591;Ziprasidone hydrochloride;Ziprasidone hydrochloride;Ziprasidone hydrochloride;Ziprasidone hydrochloride;Ziprasidone hydrochloride;Ziprasidone hydrochloride hydrate;Ziprasidone hydrochloride hydrate;Ziprasidone hydrochloride monohydrate
CHEMBL137586	Drug	6-methoxyflavone	
CHEMBL1376	Drug	Sulindac sulfoxide	
CHEMBL1376378	Drug	Desoxypeganine hydrochloride	
CHEMBL13766	Drug	Guaiacol	Creodon;FEMA NO. 2532;Guaiacol;Guaiacol;Guaiastil;(mu)-methoxyphenol;NSC-3815;O-guaiacol;O-hydroxyanisole;Pyroguaiac acid
CHEMBL1377	Drug	Proguanil	Chlorguanide;Chloroguanide;Proguanil;Proguanil;Proguanil;Proguanil
CHEMBL1377408	Drug	Fipexide hydrochloride	
CHEMBL1377575	Drug	Homosalate	Eusolex;Homomenthyl salicylate;Homosalate;Homosalate;Homosalate;Homosalato;NSC-164918
CHEMBL137784	Drug	2-[[2-[[[3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]oct-2-yl]methyl](2-mercaptoethyl)amino]ethyl]amino]ethanethiolato(3-)-oxo-[1r-(exo-exo)]-;2-{oxo[n(s),n-bis(2-mercaptoethyl)ethylenediaminato]rhenium(v)methyl}-3-(4-chlorophenyl)tropane	
CHEMBL13779	Drug	Carbadox	Carbadox;Carbadox;Carbadox;GS-6244;NSC-758942
CHEMBL137790	Drug	Heptanal oxime	
CHEMBL1377927	Drug	Kynurenine	
CHEMBL1377940	Drug	Giparmen	Giparmen;Giparmene;Giparmeno
CHEMBL1378	Drug	Thiethylperazine	Thiethylperazine;Thiethylperazine;Thiethylperazine;Thiethylperazine;Thiethylperazine;Thiethylperazine;Tietilperazina
CHEMBL1378024	Drug	Protionamide	NSC-758962;Prothionamide;Protionamida;Protionamide;Protionamide;Protionamide;Protionamide;Protionamidum;RP 9778;RP-9778;TH-1321
CHEMBL137803	Drug	Isoalantolactone	
CHEMBL1378167	Drug	Dexamethasone valarate	
CHEMBL13782	Drug	Tert-butylamine	2-methyl-2-propanamine;2-propanamine, 2-methyl-;Erbumine;NSC-9571;T-butylamine;Tert-butylamine;Tert-butylamine;Tertiary-butylamine
CHEMBL137880	Drug	Salen-manganese complex	
CHEMBL1379	Drug	Tetrahydrothiophene	
CHEMBL13791	Drug	Phenyl biguanide	
CHEMBL13795	Drug	Vuf-5297	
CHEMBL137964	Drug	Benzoic acid dibutylcarbamoylmethyl ester	
CHEMBL1380	Drug	Abacavir	Abacavir;Abacavir;Abacavir;Abacavir;Abacavir;Abacavir;Avacavir;Epzicom;NSC-742406
CHEMBL1380211	Drug	3,4-methylendioxy acetophenone	
CHEMBL138029	Drug	Utibapril	Utibapril;Utibaprilo
CHEMBL138040	Drug	Linoleoyl dopamine	
CHEMBL1380480	Drug	Vanitiolide	NSC-406669;Vanitiolida;Vanitiolide
CHEMBL138093	Drug	Senazodan	Senazodan
CHEMBL1381	Drug	O-tolylamine	O-Toluidine(1%)
CHEMBL1381098	Drug	1-naphthylisothiocyanate	
CHEMBL13817	Drug	Ibutamoren	Ibutamoren;Ibutamoren;Ibutamoreno;L-163,191
CHEMBL1382	Drug	Tolterodine	KABI 2234;KABI-2234;Tolterodina;Tolterodine;Tolterodine;Tolterodine;Tolterodine;Tolterodine;Tolterodine;Tolterodine
CHEMBL138225	Drug	Epristeride	Epristerida;Epristeride;Epristeride;Epristeride;ONO-9302;ONO9302;SK&F 105657;SK&F-105657
CHEMBL138241	Drug	Fenoprofen sodium	
CHEMBL1382627	Drug	Sulfadiazine, silver	Altreet-ag;Dermazin;Silvazine;Silver sulfadiazine;Silver sulfadiazine;Silver sulfadiazine;Silver sulfadiazine;Silver sulphadiazine;Sulfadiazine silver;Sulfadiazine silver;Sulfadiazine, silver;Sulfadiazine, silver;Sulfadiazine, silver;Sulfadiazine silver salt;Sulfadiazinum argentum
CHEMBL13828	Drug	Oxatomide	Celtect;Cobiona;Dasten;NSC-309710;Oxatomida;Oxatomide;Oxatomide;Oxatomide;Oxatomide;Oxatomide;Oxatomide;Oxatomide;Oxatomide;R 35,443;R-35443
CHEMBL13829	Drug	Mixture of mmc and ta	
CHEMBL1383	Drug	Dda-triphosphate	2',3'-ddatp;2',3'-dideoxyadenosine triphosphate (ddatp);2',3'-dideoxy-atp;Ddatp;Dda-triphosphate
CHEMBL138308	Drug	Salen-manganese complex	
CHEMBL138314	Drug	4,4'-dimethoxychalcone	
CHEMBL1384	Drug	Kanamycin	Kanamicina;Kanamycin;Kanamycin;Kanamycin;Kanamycin;Kanamycin;Kanamycine;Kanamycins
CHEMBL138402	Drug	Benzoic acid diallylcarbamoylmethyl ester	
CHEMBL138426	Drug	6-hydroxythionuphlutine b	
CHEMBL138450	Drug	Poricoic acid g	
CHEMBL138467	Drug	Salen-manganese complex	
CHEMBL138469	Drug	7,8-dihydrocalanolide b	
CHEMBL13852	Drug	Cirazoline	Cirazolina;Cirazoline;Ld-3098
CHEMBL138543	Drug	Hexadecylpropionate	
CHEMBL1385514	Drug	Dichlorisone acetate	Dichlorisone;Dichlorisone 21-acetate;Dichlorisone 21-acetate;Dichlorisone acetate;Diclorisona;NSC-759246
CHEMBL138556	Drug	Platinum complex	
CHEMBL13856	Drug	A-123189	
CHEMBL138583	Drug	Benzoic acid dimethylcarbamoylmethyl ester	
CHEMBL1385840	Drug	Ergocornine	
CHEMBL1386	Drug	Transplatin	NSC-131558;Trans-ddp;Trans-diaminedichloroplatinum;Trans-diamminedichloroplatinum;Transplatin;Transplatin
CHEMBL138622	Drug	Neothiobinupharidine	
CHEMBL138649	Drug	6-hydroxyflavone	
CHEMBL1387	Drug	Norethynodrel	Enidrel;Norethynodrel;Norethynodrel;Norethynodrel;Norethynodrel;Noretinodrel;Noretynodrel;Noretynodrel;Noretynodrel;NSC-15432;SC-4642
CHEMBL13878	Drug	Tebufelone	NE 11740;NE-11740;Tebufelona;Tebufelone;Tebufelone
CHEMBL1388	Drug	Monobenzone	Monobenzona;Monobenzone;Monobenzone;Monobenzone;NSC-2132;P-(benzyloxy)phenol
CHEMBL13881	Drug	Phenamazoline	Fenamazolina;Phenamazoline
CHEMBL13883	Drug	Vanillin	4-hydroxy-3-methoxy-benzyldehyde;FEMA NO. 3107;H-0264;Lioxin;Methylprotocatechuic aldehyde;NPLC-0145;NSC-15351;NSC-403658;NSC-48383;P-hydroxy-m-methoxybenzaldehyde;Rhovanil;Vanillic aldehyde;Vanillin;Vanillin;Vanilline;Vanillin melting point standard;Vanillin, natural
CHEMBL13888	Drug	3-nitro-phenol	SR-1C3
CHEMBL1389	Drug	Levonorgestrel	BAY86-5028;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrel;Levonorgestrelum;Norgestrel, (-)-;Norgestrel (-)-form;NSC-744007;WY-5104
CHEMBL138912	Drug	Manganese (iii) complex	
CHEMBL138913	Drug	Salen-manganese complex	
CHEMBL138921	Drug	Arachidonoyl dopamine	
CHEMBL138928	Drug	Benzoic acid methylcarbamoylmethyl ester	
CHEMBL1389671	Drug	Flumetsulam	
CHEMBL139	Drug	Diclofenac	Arthrotec;Diclofenac;Diclofenac;Diclofenac;Diclofenac;Diclofenac;Diclofenac;Diclofenac acid;Diclofenac free acid;Diclofenaco;LAS-41007;Las41007;LAS41007
CHEMBL139000	Drug	(r)-pia	
CHEMBL139055	Drug	Isopropyl palmitate	Emerest 2316;Estol 1517;Hariol ipp;Isopropyl palmitate;Isopropyl palmitate;NSC-69169;Palmitic acid, isopropyl ester;Wickenol 111
CHEMBL139056	Drug	Cyclohexyl palmitate	
CHEMBL13906	Drug	Oxo-technetium-99m bis(aminothiol) complex	
CHEMBL1391	Drug	O,p'-dde (1,1-(o,p'-dichlorodiphenyl)-2,2 dichloroethene)	
CHEMBL139109	Drug	(+)-cc-1065	
CHEMBL1392	Drug	2,4-dihydroxybenzophenone	
CHEMBL1393	Drug	Spironolactone	Espironolactona;NSC-150399;SC-9420;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone;Spironolactone ceva;Spironolactonum;Verospirone
CHEMBL139367	Drug	Peramivir anhydrous	Peramivir anhydrous;RWJ-270201;RWJ-270201-162 ANHYDROUS
CHEMBL1393904	Drug	Miripirium	1-myristylpicolinium;Miripirium cation;Miripirium ion;Myristyl-.gamma.-picolinium;Myristyl-gamma-picolinium
CHEMBL139398	Drug	Salen-manganese complex	
CHEMBL1394	Drug	4'-hydroxyflurbiprofen	
CHEMBL1394319	Drug	Broquinaldol	Broquinaldol;NSC-85838
CHEMBL1394379	Drug	Triflumuron	
CHEMBL139453	Drug	5,10,15,20-tetra(1-methyl-4-pyridyl)-porphyrin nickel complex	
CHEMBL139456	Drug	5,10,15,20-tetra(1-methyl-4-pyridyl)-porphyrin cuprous complex	
CHEMBL1394756	Drug	Esoxybutynin	Esoxibutinina;Esoxybutynin;Esoxybutynine;Oxybutynin, (s)-
CHEMBL1394829	Drug	Propachlor	
CHEMBL1395	Drug	Methyltestosterone	17-methyltestosterone;CDB-110;L 589.372;L-589.372;L-589372;Methyltestosterone;Methyltestosterone;Methyltestosterone;Methyltestosterone;Methyltestosterone;Methyltestosterone ciii;Metiltestosterona;NSC-139965;NSC-9701;Oxandrolone impurity, methyltestosterone-;RU 24400;RU-24400;U-2842
CHEMBL1395071	Drug	Formetorex	Formetorex;N-formylamphetamine;NSC-511083
CHEMBL1395150	Drug	Tolperisone hydrochloride	
CHEMBL1395412	Drug	Arecaidine but-2-ynyl ester	
CHEMBL1395447	Drug	Nitrovin	Biovin 4;Difurazone;Nitrovin;Payzone
CHEMBL1395579	Drug	Captamine	Captamina;Captamine;NSC-760122
CHEMBL1395610	Drug	Proroxan	Proroxan;Proroxano
CHEMBL13960	Drug	Dichloroacetic acid	Bichloracetic acid;Bichloroacetic acid;Dichloracetic acid;Dichlorethanoic acid;Dichloroacetate;Dichloroacetic acid;Dichloroacetic acid;Dichloroethanoic acid;NSC-2654
CHEMBL1396170	Drug	Avocadyne acetate	
CHEMBL1396177	Drug	Penicillin v benzathine	Benzathine penicillin v;Benzathine phenoxymethylpenicillin;Penicillin benzathine phenoxymethyl;Penicillin v benzathine;Penicillin v benzathine;Penicillin v benzathine;Penicillin v compd with dibenzylethylenediamine;Phenoxymethylpenicillin benzathine
CHEMBL1396281	Drug	Endo-atropine sulfate	
CHEMBL1396626	Drug	Dichlofenthion	Dichlofenthion;Dichlofenthion;NSC-52964;V-C 13;V-C-13
CHEMBL1396644	Drug	Estrone benzoate	
CHEMBL13968	Drug	Butylamine	1-Aminobutane;NBA
CHEMBL1397	Drug	Posaconazole	Posaconazol;(-)-posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;Posaconazole;SCH 56592;SCH-56592
CHEMBL139702	Drug	Licoagrochacone a	
CHEMBL1397050	Drug	Dehydroavocatin-1-acetate	
CHEMBL1397202	Drug	Phenylpropanol	.alpha.-ethylbenzyl alcohol;Ethylbenzyl alcohol;FEMA NO. 2884;NSC-25504;Phenylpropanol
CHEMBL1397608	Drug	Halethazole	Haletazol;Haletazole;Halethazole
CHEMBL1397886	Drug	Loreclezole	Loreclezol;Loreclezole;Loreclezole;Loreclezole;R 72063;R-72063
CHEMBL1398	Drug	Alpha-phenyl-gamma-butyrolactone	
CHEMBL1398027	Drug	N,n-diethylcinnamamide	
CHEMBL1398031	Drug	2(r)-mecamylamine	
CHEMBL1398126	Drug	Amiloride hydrochloride	Amiloride hcl;Amiloride hydrochloride;Amiloride hydrochloride;Amiloride hydrochloride;Amiloride hydrochloride;Amiloride hydrochloride;Amiloride hydrochloride;Amiloride hydrochloride anhydrous;Amiloride hydrochloride dehydrate;Amiloride hydrochloride dihydrate;Amiloride hydrochloride dihydrate;Amiloridi hydrochloridum;Amipramidine;Anhydrous amiloride hydrochloride;NSC-755847
CHEMBL139835	Drug	Cyproterone acetate	Ciproterona;Cyproterone;Cyproterone;Cyproterone;Cyproterone 17.alpha.-acetate;Cyproterone acetate;Cyproterone acetate;Cyproterone acetate;Cyproterone acetate;Cyproterone acetate;NSC-81430;SH 714;SH-714;SH714
CHEMBL1398384	Drug	2,4,5-trichlorophenoxyacetic acid, methyl ester	
CHEMBL1398631	Drug	Lauryl isoquinolinium	
CHEMBL1398654	Drug	Chlorisondamine	Chlorisondamine cation;Chlorisondamine ion
CHEMBL1398657	Drug	Phenolsulfonic acid	4-phenolsulfonic acid;NSC-227908;Para-phenolsulfonic acid;Phenol-4-sulfonic acid;Phenolsulfonic acid;P-hydroxybenzenesulfonic acid;P-phenolsulfonate;P-phenolsulfonic acid;P-phenolsulfonic acid;Sulfocarbolic acid
CHEMBL139877	Drug	Sulfacarbamide	Euvernil;NSC-78438;N-sulfanilylcarbamide;Sulfacarbamida;Sulfacarbamide;Sulfanilylurea;Sulfaurea;Sulphaurea;Uractyl;Uramid;Urenil;Urosulfan
CHEMBL1398948	Drug	Monothioglycerol	Monothioglycerol;Monothioglycerol;NSC-5370;Thioglycerol
CHEMBL1398949	Drug	Isopropylbenzene	
CHEMBL1399	Drug	Anastrozole	Anastrozol;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;Anastrozole;ICI D1033;ICI-D1033;NSC-719344;NSC-759855;Rvg-106400;ZD-1033;ZD1033
CHEMBL1399036	Drug	Butachlor	
CHEMBL1399124	Drug	Syrosingopine	Isotense;Londomin;Neoreserpan;NSC-77030;Siringina;Sirosingopina;SU 3118;SU-3118;Syrosingopine
CHEMBL13993	Drug	Oxo-technetium-99m bis(aminothiol) complex	
CHEMBL139961	Drug	Miraziridine a	
CHEMBL1399702	Drug	Nebularine	
CHEMBL14	Drug	Carbachol	Carbachol;Carbachol;Carbachol;Carbachol;Carbachol;Carbachol;Carbachol chloride;Carbacol;NSC-32865
CHEMBL140	Drug	Curcumin	C.i. 75300;Ci 75300;Ci-75300;C.i. natural yellow 3;Curcumin;Curcumin;Curcumin;Curcumin e100;Diferuloylmethane;E 100;E-100;E100;Haldar;INS-100(I);INS NO. 100(I);Jianghuangsu;Kacha haldi;Kurkum;Lipocurc;Merita earth;Nanocurc;NSC-32982;NSC-687842;Turmeric yellow
CHEMBL1400	Drug	O-desmethyl tramadol	
CHEMBL140040	Drug	3-epi-betulin	
CHEMBL140050	Drug	Etorphine	19-propylorvinol;Etorfina;Etorphine;IDS-NE-007;IDS-NE-007(SECT.3);M-99 FREE BASE;M. 99 FREE BASE
CHEMBL1400561	Drug	Etiracetam	Etiracetam;Levetiracetam racemic mixture;UCB-6474
CHEMBL1400608	Drug	Lidofenin	HID-A;HIDA;Lidofenin;Lidofenin;Lidofenina;Lidofenine
CHEMBL1400945	Drug	Pregnenolone carbonitrile	
CHEMBL1401	Drug	Nitazoxanide	Nitazoxanida;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;Nitazoxanide;NSC-697855;NSC-760057;PH 5776;PH-5776
CHEMBL14012	Drug	Fenoxazoline	Fenoxazolina;Fenoxazoline;Fenoxazoline
CHEMBL1401367	Drug	Pipenzolate bromide	Bromure de pipenzolate;Bromuro de pipenzolato;JB-323;NSC-4347;Pipenzolate bromide;Pipenzolate bromide
CHEMBL1401691	Drug	Desoxycorticosterone trimethylacetate	
CHEMBL1402	Drug	4-hydroxytormifene	
CHEMBL14021	Drug	Propionic acid	Antischim b;E-280;E280;Ethanecarboxylic acid;FEMA NO. 2924;INS-280;INS NO.280;Luprosil;Metacetonic acid;Propanoic acid;Propionate;Propionic acid;Propionic acid;Propionic acid;Propionic acid
CHEMBL140239	Drug	(-)-7-epi-deoxynupharidine	
CHEMBL1402420	Drug	Pifexole	NSC-305743;Pifexol;Pifexole;RI-64
CHEMBL1402684	Drug	Oxyphenisatin acetate	Acetphenolisatin;NSC-117186;NSC-59687;Oxyphenisatin acetate;Oxyphenisatin acetate;Oxyphenisatin diacetate;Oxyphenisatine acetate
CHEMBL140282	Drug	Isopropylhydroxylamine	
CHEMBL1403	Drug	Phenylglycine	
CHEMBL1403041	Drug	Methyl robustone	
CHEMBL140311	Drug	Salen-manganese complex	
CHEMBL1403144	Drug	Opiniazide	Opiniazida;Opiniazide
CHEMBL1403281	Drug	Ergocryptine	
CHEMBL1403428	Drug	2,3-dibromopropanol	
CHEMBL140367	Drug	Cicutoxin	
CHEMBL1403899	Drug	Thioctic acid amide	.alpha.-lipamide;Dl-6,8-thioctamide;Dl-.alpha.-lipoic acid amide;Dl-lipoamide;Lipamide;Lipoacin;Lipoamid;Lipoamide;Lipoicin;NSC-759236;NSC-90787;Pathoclon;Thioctamide;Thioctic acid amide
CHEMBL1404	Drug	Ranolazine	Aspruzyo;CVT-303;NSC-759100;Ran d;Ranolazina;Ranolazine;Ranolazine;Ranolazine;Ranolazine;Ranolazine;Ranolazine;Ranolazine;Ranolazine;Ranolazine;RS-43285-003
CHEMBL1404017	Drug	Isobutyraldehyde	
CHEMBL14047	Drug	Phenylguanidine	
CHEMBL140476	Drug	Huprine y	
CHEMBL1405	Drug	Estrone	1,3,5-estratrien-3-ol-17-one;Estradiol metabolite e1;Estrona;Estrone;Estrone;Estrone;Estrone;Estrone;Estrone;Estrone;Follicular hormone;Follicular-hormone;Folliculin;Folliculinum;Ketohydroxyestrin;NSC-9699;Thelykinin;Tokokin;WAY 164397
CHEMBL14053	Drug	Trichloroacetic acid	Acetic acid, trichloro-;NSC-215204;Tcaa;Trichloroacetate;Trichloroacetic acid;Trichloroacetic acid;Trichloroethanoic acid
CHEMBL1405447	Drug	Vitamin k3h2	
CHEMBL1405715	Drug	Flavanomarein	
CHEMBL140588	Drug	Bruceolide	
CHEMBL1405922	Drug	Fendiline hydrochloride	
CHEMBL1405973	Drug	Exalamide	Exalamida;Exalamide;NSC-758449;O-(hexyloxy)benzamide
CHEMBL14060	Drug	Phenol	2-allphenol;Carbolicum acidum;ENT-1814;Liquefied phenol;Liquified phenol;NSC-36808;Phenic acid;Phenol;Phenol;Phenol;Phenol;Phenol, liquified;Phenol,liquified;Phenylic alcohol;Salicylic acid related compound c
CHEMBL1406148	Drug	Tricaprilin	AC-1202;AC-1204;Axona;Caprylic acid triglyceride;Caprylic triglyceride;CER-0001;Glyceryl tricaprylate;Miglyol 808;NSC-4059;Tricaprilin;Tricaprilin;Tricaprilin;Tricaprilin;Tricaprilina;Tricapriline;Tricaprylic glyceride;Tricaprylin
CHEMBL1406292	Drug	Terbufos	
CHEMBL14068	Drug	3-nitroaniline	
CHEMBL1407	Drug	Laudanosine	
CHEMBL140717	Drug	Unifiram	
CHEMBL1407356	Drug	Oxaceprol	Acetyl hydroxyproline;Jonctum;Oxaceprol;Oxaceprol
CHEMBL140740	Drug	M(dansylamidophenyl)boronic acid	
CHEMBL1407645	Drug	Cafestol	
CHEMBL140780	Drug	Tolyl boronic acid	
CHEMBL1407826	Drug	Dazomet	
CHEMBL1407844	Drug	Fomocaine	Fomocain;Fomocaina;Fomocaine
CHEMBL14079	Drug	Acetic acid methyl ester	
CHEMBL1407915	Drug	Nefopam hydrochloride	Nefopam hcl;Nefopam hydrochloride;Nefopam hydrochloride;Nefopam hydrochloride;Nefopam hydrochloride;NSC-757856
CHEMBL1407943	Drug	Clemizole	AL-20 FREE BASE;Clemizol;Clemizole;Clemizole;NSC-46261
CHEMBL140796	Drug	Isopimpinellin	
CHEMBL140809	Drug	Bruceine b	
CHEMBL14085	Drug	1-hexanol	Capric alcohol;Caproalcohol;Hexalcohol;Hexyl alcohol;Hydroxyhexane
CHEMBL1408594	Drug	Alverine citrate	Alverine citrate;Alverine citrate;Alverine citrate;Alverine citrate;Alverine citrate;Antispasmin;Calmabel;Gamatran citrate;NSC-35459;Phenpropamine citrate;Profenil citrate;Profenine;Prophelan;Proverine;Spacolin;Spasmaverine
CHEMBL1408759	Drug	Guaiazulen	1,4-dimethyl-7-isopropylazulene;Guaiazulen;Guaiazulene;Guaiazulene;Kessazulen;NSC-4714;Purazulen;S-guaiazulene;Silazulon;Uroazulen;Vaumigan;Vetivazulen
CHEMBL1408862	Drug	Bronopol	2-bromo-2-nitropropane-1,3-diol;Bronopol;NSC-141021
CHEMBL1408927	Drug	Amaranth	
CHEMBL1409	Drug	Fluvoxamine maleate	DU-23000;DU23000;Faverin;Fevarin;Fluvoxamine hydrogenmaleate;Fluvoxamine maleate;Fluvoxamine maleate;Fluvoxamine maleate;Fluvoxamine maleate;Fluvoxamine maleate;Fluvoxamine maleate;Fluvoxamine maleate;NSC-759602
CHEMBL14090	Drug	Chloroacetic acid	
CHEMBL14092	Drug	Biphenyl	E230
CHEMBL1409518	Drug	Anabasamine hydrochloride	
CHEMBL1409791	Drug	2-methylaminobenzoic acid methyl ester	
CHEMBL1409937	Drug	Verbenone	
CHEMBL141	Drug	Lamivudine	3TC;BCH 189, (-)-;GR 109714X;GR-109714X;GR109714X;Lamivudina;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine;Lamivudine teva;Lamivudinum;NSC-760061;Virolam
CHEMBL1410	Drug	Nonoxynol 9	Col-1492;Igepal co-630;Nonoxinol 9;Nonoxinol 9;Nonoxinol 9;Nonoxinolum 9;Nonoxynol 9;Nonoxynol 9;Nonoxynol 9;Nonoxynol-9;Nonoxynol-9.5;Nonylphenoxypolyethoxyethanol;Norfox np-9;NSC-758941;Peg-9 nonyl phenyl ether;Tergitol np-9
CHEMBL1410006	Drug	6,4'-dimethoxyflavone	
CHEMBL1410398	Drug	Pimaric acid	
CHEMBL1410457	Drug	(4-(dimethylamino)phenyl)(morpholino)methanethione	
CHEMBL1410743	Drug	Paraldehyde	2,4,6-trimethyl-s-trioxane;FEMA NO. 4010;NSC-9799;Paraldehyde;Paraldehyde;Paraldehyde;Paraldehyde;Paraldehyde civ
CHEMBL1410808	Drug	Cresol	Cresol;Cresol (mixed isomers);Cresolum;Cresylic acid;Methylphenol;Mixed cresols;NSC-756709;Phenol, methyl-;Tricresol
